DOCUMENT_TYPE,FILER_NAME,FILER_CIK,FILING_INTERVAL,FILING_DATE,MENTIONED_FINANCIAL_ENTITY,PP_RSSD_ID,ROLE,THREE_SENTENCES,RATING_EXPERT_1,COMMENT_EXPERT_1,RATING_EXPERT_1,COMMENT_EXPERT_1
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,"Mortgage Pass-Through Certificates, Series 2006-14SL",,Trustee,"On August 8, 2014, the court granted in part and denied in part the defendants? motion to dismiss.
On August 8, 2012, U.S. Bank, in its capacity as Trustee, filed a complaint on behalf of Morgan Stanley Mortgage Loan Trust 2006-14SL, Mortgage
Pass-Through Certificates, Series 2006-14SL, Morgan Stanley Mortgage Loan Trust 2007-4SL and Mortgage Pass-Through Certificates, Series 2007-4SL against the Company. The complaint is styled Morgan Stanley Mortgage Loan Trust 2006-14SL, et al. v.
Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc .",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Morgan Stanley Mortgage Loan Trust 2007-4SL,,Trustee,"On August 8, 2014, the court granted in part and denied in part the defendants? motion to dismiss.
On August 8, 2012, U.S. Bank, in its capacity as Trustee, filed a complaint on behalf of Morgan Stanley Mortgage Loan Trust 2006-14SL, Mortgage
Pass-Through Certificates, Series 2006-14SL, Morgan Stanley Mortgage Loan Trust 2007-4SL and Mortgage Pass-Through Certificates, Series 2007-4SL against the Company. The complaint is styled Morgan Stanley Mortgage Loan Trust 2006-14SL, et al. v.
Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc .",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,"Mortgage Pass-Through Certificates, Series 2007-4SL",,Trustee,"On August 8, 2014, the court granted in part and denied in part the defendants? motion to dismiss.
On August 8, 2012, U.S. Bank, in its capacity as Trustee, filed a complaint on behalf of Morgan Stanley Mortgage Loan Trust 2006-14SL, Mortgage
Pass-Through Certificates, Series 2006-14SL, Morgan Stanley Mortgage Loan Trust 2007-4SL and Mortgage Pass-Through Certificates, Series 2007-4SL against the Company. The complaint is styled Morgan Stanley Mortgage Loan Trust 2006-14SL, et al. v.
Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc .",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,U.S. Bank,,Trustee,"Table of ContentsOn September 28, 2012, U.S. Bank, in its capacity as Trustee, filed a complaint on behalf of Morgan
Stanley Mortgage Loan Trust 2006-13ARX against the Company styled Morgan Stanley Mortgage Loan Trust 2006-13ARX v. Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc., pending in the
Supreme Court of NY. U.S. Bank filed an amended complaint on January 17, 2013, which asserts claims for breach of contract and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately
$609 million, breached various representations and warranties.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Morgan Stanley Mortgage Loan Trust 2006-13ARX,,Trustee,"Table of ContentsOn September 28, 2012, U.S. Bank, in its capacity as Trustee, filed a complaint on behalf of Morgan
Stanley Mortgage Loan Trust 2006-13ARX against the Company styled Morgan Stanley Mortgage Loan Trust 2006-13ARX v. Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc., pending in the
Supreme Court of NY. U.S. Bank filed an amended complaint on January 17, 2013, which asserts claims for breach of contract and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately
$609 million, breached various representations and warranties.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Morgan Stanley Mortgage Loan Trust 2006-13ARX,,Trustee,"Table of ContentsOn September 28, 2012, U.S. Bank, in its capacity as Trustee, filed a complaint on behalf of Morgan
Stanley Mortgage Loan Trust 2006-13ARX against the Company styled Morgan Stanley Mortgage Loan Trust 2006-13ARX v. Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc., pending in the
Supreme Court of NY. U.S. Bank filed an amended complaint on January 17, 2013, which asserts claims for breach of contract and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately
$609 million, breached various representations and warranties.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Morgan Stanley Mortgage Capital Holdings LLC,,Trustee,"Table of ContentsOn September 28, 2012, U.S. Bank, in its capacity as Trustee, filed a complaint on behalf of Morgan
Stanley Mortgage Loan Trust 2006-13ARX against the Company styled Morgan Stanley Mortgage Loan Trust 2006-13ARX v. Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc., pending in the
Supreme Court of NY. U.S. Bank filed an amended complaint on January 17, 2013, which asserts claims for breach of contract and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately
$609 million, breached various representations and warranties.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Morgan Stanley Mortgage Capital Inc.,,Trustee,"Table of ContentsOn September 28, 2012, U.S. Bank, in its capacity as Trustee, filed a complaint on behalf of Morgan
Stanley Mortgage Loan Trust 2006-13ARX against the Company styled Morgan Stanley Mortgage Loan Trust 2006-13ARX v. Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc., pending in the
Supreme Court of NY. U.S. Bank filed an amended complaint on January 17, 2013, which asserts claims for breach of contract and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately
$609 million, breached various representations and warranties.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Merrill Lynch,,affiliates,"On November 7, 2014, plaintiff filed a notice of appeal from the court?s September 30, 2014 decision.
On December 14, 2012, Royal Park Investments SA/NV filed a complaint
against the Company, certain affiliates, and other defendants in the Supreme Court of NY, styled Royal Park Investments SA/NV v. Merrill Lynch et al. The complaint alleges that defendants made material misrepresentations and omissions in
the sale to plaintiff of certain mortgage pass-through certificates backed by securitization trusts containing residential mortgage loans totaling approximately $628 million. On October 24, 2013, plaintiff filed a new complaint against the
Company in the Supreme Court of NY, styled Royal Park Investments SA/NV v. Morgan Stanley et al. The new complaint alleges that defendants made material misrepresentations and omissions in the sale to plaintiff of certain mortgage
pass-through certificates backed by securitization trusts containing residential mortgage loans.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,U.S. Bank,,Trustee,"On February 3, 2014, the Company filed a motion to
dismiss the complaint. On January 10, 2013, U.S. Bank,
in its capacity as Trustee, filed a complaint on behalf of Morgan Stanley Mortgage Loan Trust 2006-10SL and Mortgage Pass-Through Certificates, Series 2006-10SL against the Company. The complaint is styled Morgan Stanley Mortgage Loan Trust
2006-10SL, et al. v. Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc. and is pending in the Supreme Court of NY.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Morgan Stanley Mortgage Loan Trust 2006-10SL,,Trustee,"On February 3, 2014, the Company filed a motion to
dismiss the complaint. On January 10, 2013, U.S. Bank,
in its capacity as Trustee, filed a complaint on behalf of Morgan Stanley Mortgage Loan Trust 2006-10SL and Mortgage Pass-Through Certificates, Series 2006-10SL against the Company. The complaint is styled Morgan Stanley Mortgage Loan Trust
2006-10SL, et al. v. Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc. and is pending in the Supreme Court of NY.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,"Mortgage Pass-Through Certificates, Series 2006-10SL",,Trustee,"On February 3, 2014, the Company filed a motion to
dismiss the complaint. On January 10, 2013, U.S. Bank,
in its capacity as Trustee, filed a complaint on behalf of Morgan Stanley Mortgage Loan Trust 2006-10SL and Mortgage Pass-Through Certificates, Series 2006-10SL against the Company. The complaint is styled Morgan Stanley Mortgage Loan Trust
2006-10SL, et al. v. Morgan Stanley Mortgage Capital Holdings LLC, as successor in interest to Morgan Stanley Mortgage Capital Inc. and is pending in the Supreme Court of NY.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Morgan Stanley,,affiliates,"On August 8, 2014, the court granted in part and denied in part the Company?s motion to dismiss the complaint.
On January 31, 2013, HSH Nordbank AG and certain affiliates filed a
complaint against the Company, certain affiliates, and other defendants in the Supreme Court of NY, styled HSH Nordbank AG et al. v. Morgan Stanley et al. The complaint alleges that defendants made material misrepresentations and omissions in
the sale to plaintiffs of certain mortgage pass-through certificates backed by securitization trusts containing residential mortgage loans. The total amount of certificates allegedly sponsored, underwritten and/or sold by the Company to plaintiff
was approximately $524 million.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Bank Hapoalim B.M.,,affiliates,"On April 12, 2013, defendants filed a motion to dismiss the complaint. On February 14, 2013, Bank Hapoalim B.M. filed a complaint against the Company and certain affiliates in the Supreme Court of NY, styled Bank Hapoalim B.M. v. Morgan Stanley et al. The
complaint alleges that defendants made material misrepresentations and omissions in the sale to plaintiff of certain mortgage pass-through certificates backed by securitization trusts containing residential mortgage loans. The total amount of
certificates allegedly sponsored, underwritten and/or sold by the Company to plaintiff was approximately $141 million.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Morgan Stanley,,affiliates,"On April 12, 2013, defendants filed a motion to dismiss the complaint. On February 14, 2013, Bank Hapoalim B.M. filed a complaint against the Company and certain affiliates in the Supreme Court of NY, styled Bank Hapoalim B.M. v. Morgan Stanley et al. The
complaint alleges that defendants made material misrepresentations and omissions in the sale to plaintiff of certain mortgage pass-through certificates backed by securitization trusts containing residential mortgage loans. The total amount of
certificates allegedly sponsored, underwritten and/or sold by the Company to plaintiff was approximately $141 million.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,"Saxon Asset Securities Trust, Series 2007-1",,trustee,"On September 18, 2014, the Company filed a notice of
appeal from the ruling denying defendants? motion to dismiss.
On March 7, 2013, the Federal Housing Finance Agency filed a summons with notice on behalf of the trustee of the Saxon Asset Securities Trust, Series
2007-1, against the Company and an affiliate. The matter is styled Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of the Saxon Asset Securities Trust, Series 2007-1 v.
Saxon Funding Management LLC and Morgan Stanley and is pending in the Supreme Court of NY.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,"Saxon Asset Securities Trust, Series 2007-1",,Trustee,"On March 7, 2013, the Federal Housing Finance Agency filed a summons with notice on behalf of the trustee of the Saxon Asset Securities Trust, Series
2007-1, against the Company and an affiliate. The matter is styled Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of the Saxon Asset Securities Trust, Series 2007-1 v.
Saxon Funding Management LLC and Morgan Stanley and is pending in the Supreme Court of NY. The notice asserts claims for breach of contract and alleges, among other things, that the loans in the trust, which had an original principal
balance of approximately $593 million, breached various representations and warranties.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Morgan Stanley,,Trustee,"On March 7, 2013, the Federal Housing Finance Agency filed a summons with notice on behalf of the trustee of the Saxon Asset Securities Trust, Series
2007-1, against the Company and an affiliate. The matter is styled Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of the Saxon Asset Securities Trust, Series 2007-1 v.
Saxon Funding Management LLC and Morgan Stanley and is pending in the Supreme Court of NY. The notice asserts claims for breach of contract and alleges, among other things, that the loans in the trust, which had an original principal
balance of approximately $593 million, breached various representations and warranties.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Deutsche Bank,,trustee,"On
December 1, 2014, the Company filed a notice of appeal from the Court?s October 30, 2014 decision. On July 2, 2013, the trustee, Deutsche Bank became the named plaintiff in Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of
the Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 (MSAC 2007-NC1) v. Morgan Stanley ABS Capital I Inc. , and filed a complaint in the Supreme Court of NY under the caption Deutsche Bank National Trust Company, as Trustee for the
Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 v. Morgan Stanley ABS Capital I, Inc. On February 3, 2014, the plaintiff filed an amended complaint, which asserts claims for breach of contract and breach of the implied covenant of
good faith and fair dealing and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately $1.25 billion, breached various representations and warranties. The amended complaint seeks, among
other relief, specific performance of the loan breach remedy procedures in the transaction documents, unspecified damages, rescission and interest.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Housing Finance Agency,,trustee,"On
December 1, 2014, the Company filed a notice of appeal from the Court?s October 30, 2014 decision. On July 2, 2013, the trustee, Deutsche Bank became the named plaintiff in Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of
the Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 (MSAC 2007-NC1) v. Morgan Stanley ABS Capital I Inc. , and filed a complaint in the Supreme Court of NY under the caption Deutsche Bank National Trust Company, as Trustee for the
Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 v. Morgan Stanley ABS Capital I, Inc. On February 3, 2014, the plaintiff filed an amended complaint, which asserts claims for breach of contract and breach of the implied covenant of
good faith and fair dealing and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately $1.25 billion, breached various representations and warranties. The amended complaint seeks, among
other relief, specific performance of the loan breach remedy procedures in the transaction documents, unspecified damages, rescission and interest.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Federal Home Loan Mortgage Corporation,,trustee,"On
December 1, 2014, the Company filed a notice of appeal from the Court?s October 30, 2014 decision. On July 2, 2013, the trustee, Deutsche Bank became the named plaintiff in Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of
the Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 (MSAC 2007-NC1) v. Morgan Stanley ABS Capital I Inc. , and filed a complaint in the Supreme Court of NY under the caption Deutsche Bank National Trust Company, as Trustee for the
Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 v. Morgan Stanley ABS Capital I, Inc. On February 3, 2014, the plaintiff filed an amended complaint, which asserts claims for breach of contract and breach of the implied covenant of
good faith and fair dealing and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately $1.25 billion, breached various representations and warranties. The amended complaint seeks, among
other relief, specific performance of the loan breach remedy procedures in the transaction documents, unspecified damages, rescission and interest.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,"Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1",,trustee,"On
December 1, 2014, the Company filed a notice of appeal from the Court?s October 30, 2014 decision. On July 2, 2013, the trustee, Deutsche Bank became the named plaintiff in Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of
the Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 (MSAC 2007-NC1) v. Morgan Stanley ABS Capital I Inc. , and filed a complaint in the Supreme Court of NY under the caption Deutsche Bank National Trust Company, as Trustee for the
Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 v. Morgan Stanley ABS Capital I, Inc. On February 3, 2014, the plaintiff filed an amended complaint, which asserts claims for breach of contract and breach of the implied covenant of
good faith and fair dealing and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately $1.25 billion, breached various representations and warranties. The amended complaint seeks, among
other relief, specific performance of the loan breach remedy procedures in the transaction documents, unspecified damages, rescission and interest.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,MSAC,,trustee,"On
December 1, 2014, the Company filed a notice of appeal from the Court?s October 30, 2014 decision. On July 2, 2013, the trustee, Deutsche Bank became the named plaintiff in Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of
the Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 (MSAC 2007-NC1) v. Morgan Stanley ABS Capital I Inc. , and filed a complaint in the Supreme Court of NY under the caption Deutsche Bank National Trust Company, as Trustee for the
Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 v. Morgan Stanley ABS Capital I, Inc. On February 3, 2014, the plaintiff filed an amended complaint, which asserts claims for breach of contract and breach of the implied covenant of
good faith and fair dealing and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately $1.25 billion, breached various representations and warranties. The amended complaint seeks, among
other relief, specific performance of the loan breach remedy procedures in the transaction documents, unspecified damages, rescission and interest.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Morgan Stanley ABS Capital I Inc.,,trustee,"On
December 1, 2014, the Company filed a notice of appeal from the Court?s October 30, 2014 decision. On July 2, 2013, the trustee, Deutsche Bank became the named plaintiff in Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of
the Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 (MSAC 2007-NC1) v. Morgan Stanley ABS Capital I Inc. , and filed a complaint in the Supreme Court of NY under the caption Deutsche Bank National Trust Company, as Trustee for the
Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 v. Morgan Stanley ABS Capital I, Inc. On February 3, 2014, the plaintiff filed an amended complaint, which asserts claims for breach of contract and breach of the implied covenant of
good faith and fair dealing and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately $1.25 billion, breached various representations and warranties. The amended complaint seeks, among
other relief, specific performance of the loan breach remedy procedures in the transaction documents, unspecified damages, rescission and interest.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,Deutsche Bank National Trust Company,,Trustee,"On
December 1, 2014, the Company filed a notice of appeal from the Court?s October 30, 2014 decision. On July 2, 2013, the trustee, Deutsche Bank became the named plaintiff in Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of
the Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 (MSAC 2007-NC1) v. Morgan Stanley ABS Capital I Inc. , and filed a complaint in the Supreme Court of NY under the caption Deutsche Bank National Trust Company, as Trustee for the
Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 v. Morgan Stanley ABS Capital I, Inc. On February 3, 2014, the plaintiff filed an amended complaint, which asserts claims for breach of contract and breach of the implied covenant of
good faith and fair dealing and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately $1.25 billion, breached various representations and warranties. The amended complaint seeks, among
other relief, specific performance of the loan breach remedy procedures in the transaction documents, unspecified damages, rescission and interest.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,"Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1",,Trustee,"On
December 1, 2014, the Company filed a notice of appeal from the Court?s October 30, 2014 decision. On July 2, 2013, the trustee, Deutsche Bank became the named plaintiff in Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of
the Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 (MSAC 2007-NC1) v. Morgan Stanley ABS Capital I Inc. , and filed a complaint in the Supreme Court of NY under the caption Deutsche Bank National Trust Company, as Trustee for the
Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 v. Morgan Stanley ABS Capital I, Inc. On February 3, 2014, the plaintiff filed an amended complaint, which asserts claims for breach of contract and breach of the implied covenant of
good faith and fair dealing and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately $1.25 billion, breached various representations and warranties. The amended complaint seeks, among
other relief, specific performance of the loan breach remedy procedures in the transaction documents, unspecified damages, rescission and interest.",Highly relevant,,,
10-K,MORGAN STANLEY,895421,2014-FY,3/2/2015,"Morgan Stanley ABS Capital I, Inc.",,Trustee,"On
December 1, 2014, the Company filed a notice of appeal from the Court?s October 30, 2014 decision. On July 2, 2013, the trustee, Deutsche Bank became the named plaintiff in Federal Housing Finance Agency, as Conservator for the Federal Home Loan Mortgage Corporation, on behalf of the Trustee of
the Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 (MSAC 2007-NC1) v. Morgan Stanley ABS Capital I Inc. , and filed a complaint in the Supreme Court of NY under the caption Deutsche Bank National Trust Company, as Trustee for the
Morgan Stanley ABS Capital I Inc. Trust, Series 2007-NC1 v. Morgan Stanley ABS Capital I, Inc. On February 3, 2014, the plaintiff filed an amended complaint, which asserts claims for breach of contract and breach of the implied covenant of
good faith and fair dealing and alleges, among other things, that the loans in the trust, which had an original principal balance of approximately $1.25 billion, breached various representations and warranties. The amended complaint seeks, among
other relief, specific performance of the loan breach remedy procedures in the transaction documents, unspecified damages, rescission and interest.",Highly relevant,,,
