DOCUMENT_TYPE,FILER_NAME,FILER_CIK,FILING_INTERVAL,FILING_DATE,MENTIONED_FINANCIAL_ENTITY,PP_RSSD_ID,ROLE,THREE_SENTENCES,RATING_EXPERT_1,COMMENT_EXPERT_1,RATING_EXPERT_1,COMMENT_EXPERT_1
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Assured Guaranty,,trustee,"Risk Factors . 54 Bank of America 2012 Representations and Warranties Bulk Settlement Actions We have settled, or entered into agreements to settle, certain bulk representations and warranties claims (1) with a trustee (the Trustee) for certain legacy Countrywide private-label securitization trusts (the BNY Mellon Settlement); (2) with two monoline insurers, Assured Guaranty Ltd. and subsidiaries (the Assured Guaranty Settlement), and Syncora Guarantee Inc. and Syncora Holdings, Ltd. (the Syncora Settlement), (3) with each of the GSEs in 2010 (2010 GSE Agreements), and (4) with FNMA pursuant to the FNMA Settlement in 2013. We have vigorously contested any request for repurchase when we conclude that a valid basis for repurchase does not exist and will continue to do so in the future.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,"Syncora Holdings, Ltd.",,trustee,"Risk Factors . 54 Bank of America 2012 Representations and Warranties Bulk Settlement Actions We have settled, or entered into agreements to settle, certain bulk representations and warranties claims (1) with a trustee (the Trustee) for certain legacy Countrywide private-label securitization trusts (the BNY Mellon Settlement); (2) with two monoline insurers, Assured Guaranty Ltd. and subsidiaries (the Assured Guaranty Settlement), and Syncora Guarantee Inc. and Syncora Holdings, Ltd. (the Syncora Settlement), (3) with each of the GSEs in 2010 (2010 GSE Agreements), and (4) with FNMA pursuant to the FNMA Settlement in 2013. We have vigorously contested any request for repurchase when we conclude that a valid basis for repurchase does not exist and will continue to do so in the future.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,"Syncora Holdings, Ltd.",,insurer,"The FHLMC agreement extinguished all such claims for loans sold to FHLMC through 2008, subject to certain exceptions, while the FNMA agreement substantially resolved the existing pipeline of such claims outstanding as of September 20, 2010. Monoline Settlements On July 17, 2012, we entered into a settlement with a monoline insurer, Syncora Guarantee Inc. and Syncora Holdings, Ltd. (Syncora), to resolve all of Syncora?s outstanding and potential claims related to alleged representations and warranties breaches involving eight first- and six second-lien private-label securitization trusts where it provided financial guarantee insurance. The settlement covers private-label securitization trusts that had an original principal balance of first-lien mortgages of approximately $9.6 billion and second-lien mortgages of approximately $7.7 billion .",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Assured Guaranty Ltd.,,affiliates,"The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. On April 14, 2011 , Bank of America, including our legacy Countrywide affiliates, entered into an agreement with Assured Guaranty Ltd. and subsidiaries (Assured Guaranty), to resolve all of the monoline insurer?s outstanding and potential repurchase claims related to alleged representations and warranties breaches involving 21 first- and eight second-lien RMBS trusts where Assured Guaranty provided financial guarantee insurance. BNY Mellon Settlement The BNY Mellon Settlement is subject to final court approval and certain other conditions.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Assured Guaranty,,affiliates,"The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. On April 14, 2011 , Bank of America, including our legacy Countrywide affiliates, entered into an agreement with Assured Guaranty Ltd. and subsidiaries (Assured Guaranty), to resolve all of the monoline insurer?s outstanding and potential repurchase claims related to alleged representations and warranties breaches involving 21 first- and eight second-lien RMBS trusts where Assured Guaranty provided financial guarantee insurance. BNY Mellon Settlement The BNY Mellon Settlement is subject to final court approval and certain other conditions.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Assured Guaranty,,affiliates,"The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. On April 14, 2011 , Bank of America, including our legacy Countrywide affiliates, entered into an agreement with Assured Guaranty Ltd. and subsidiaries (Assured Guaranty), to resolve all of the monoline insurer?s outstanding and potential repurchase claims related to alleged representations and warranties breaches involving 21 first- and eight second-lien RMBS trusts where Assured Guaranty provided financial guarantee insurance. BNY Mellon Settlement The BNY Mellon Settlement is subject to final court approval and certain other conditions.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,FNMA,,servicers,"The FNMA Settlement resolved approximately $1.9 billion of such unresolved repurchase claims. In 2011, FNMA issued an announcement requiring servicers to report all MI rescission notices with respect to loans sold to FNMA and confirmed FNMA?s view of its position that a mortgage insurance company?s issuance of a MI rescission notice in and of itself constitutes a breach of the lender?s representations and warranties and permits FNMA to require the lender to repurchase the mortgage loan or promptly remit a make-whole payment covering FNMA?s loss even if the lender is contesting the MI rescission notice. We had informed FNMA that we did not believe that the new policy was valid under our contracts with FNMA.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,FNMA,,servicers,"The FNMA Settlement resolved approximately $1.9 billion of such unresolved repurchase claims. In 2011, FNMA issued an announcement requiring servicers to report all MI rescission notices with respect to loans sold to FNMA and confirmed FNMA?s view of its position that a mortgage insurance company?s issuance of a MI rescission notice in and of itself constitutes a breach of the lender?s representations and warranties and permits FNMA to require the lender to repurchase the mortgage loan or promptly remit a make-whole payment covering FNMA?s loss even if the lender is contesting the MI rescission notice. We had informed FNMA that we did not believe that the new policy was valid under our contracts with FNMA.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,FNMA,,servicers,"The FNMA Settlement resolved approximately $1.9 billion of such unresolved repurchase claims. In 2011, FNMA issued an announcement requiring servicers to report all MI rescission notices with respect to loans sold to FNMA and confirmed FNMA?s view of its position that a mortgage insurance company?s issuance of a MI rescission notice in and of itself constitutes a breach of the lender?s representations and warranties and permits FNMA to require the lender to repurchase the mortgage loan or promptly remit a make-whole payment covering FNMA?s loss even if the lender is contesting the MI rescission notice. We had informed FNMA that we did not believe that the new policy was valid under our contracts with FNMA.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,BNY Mellon,,insurers,"For additional information, see the Estimated Range of Possible Loss section below and Note 8 ? Representations and Warranties Obligations and Corporate Guarantees to the Consolidated Financial Statements and, for information related to the sensitivity of the assumptions used to estimate our liability for obligations under representations and warranties, see Complex Accounting Estimates ? Representations and Warranties on page 126 . The liability for obligations under representations and warranties and the corresponding estimated range of possible loss for these representations and warranties exposures do not consider any losses related to litigation matters, including litigation brought by monoline insurers, nor do they include any separate foreclosure costs and related costs, assessments and compensatory fees or any other possible losses related to potential claims for breaches of performance of servicing obligations, except as such losses are included as potential costs of the BNY Mellon Settlement, potential securities law or fraud claims or potential indemnity or other claims against us, including claims related to loans insured by the FHA. We are not able to reasonably estimate the amount of any possible loss with respect to any such servicing, securities law, fraud or other claims against us, except to the extent reflected in the aggregate range of possible Bank of America 2012 57 loss for litigation and regulatory matters disclosed in Note 13 ? Commitments and Contingencies to the Consolidated Financial Statements ; however, such loss could be material.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Countrywide,,insurers,"Our limited experience with most of the monoline insurers has varied in terms of process, and experience with these counterparties has not been predictable. Our limited claims experience with the monoline insurers in the repurchase process is a result of these monoline insurers having instituted litigation against legacy Countrywide and/or Bank of America, which impacts our ability to enter into constructive dialogue with these monolines to resolve the open claims. At December 31, 2012 , for loans originated between 2004 and 2008 , the unpaid principal balance of loans related to unresolved monoline repurchase claims was $2.4 billion , substantially all of which we have reviewed and declined to repurchase based on an assessment of whether a material breach exists.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Bank of America,,insurers,"Our limited experience with most of the monoline insurers has varied in terms of process, and experience with these counterparties has not been predictable. Our limited claims experience with the monoline insurers in the repurchase process is a result of these monoline insurers having instituted litigation against legacy Countrywide and/or Bank of America, which impacts our ability to enter into constructive dialogue with these monolines to resolve the open claims. At December 31, 2012 , for loans originated between 2004 and 2008 , the unpaid principal balance of loans related to unresolved monoline repurchase claims was $2.4 billion , substantially all of which we have reviewed and declined to repurchase based on an assessment of whether a material breach exists.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,BNY Mellon,,trustees,"In private-label securitizations, certain presentation thresholds need to be met in order for investors to direct a trustee to assert repurchase claims. Recent increases in new private-label claims are primarily related to repurchase requests received from trustees and third-party sponsors for private-label securitization transactions not included in the BNY Mellon Settlement, including claims related to first-lien third-party sponsored securitizations that include monoline insurance. Over time, there has been an increase in requests for loan files from certain private-label securitization trustees, as well as requests for tolling agreements to toll the applicable statutes of limitation relating to representations and warranties repurchase claims, and we believe it is likely that these requests will lead to an increase in repurchase claims from private-label securitization trustees with standing to bring such claims.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Bank of America,,seller,"The GSEs claim that they have the contractual right to demand indemnification or loan repurchase for certain servicing breaches. In addition, the GSEs? first-lien mortgage seller/servicer guides provide for timelines to resolve delinquent loans through workout efforts or liquidation, if necessary, and purport to require the imposition of compensatory fees if those deadlines are not satisfied except for reasons beyond Bank of America 2012 61 the control of the servicer; although, we believe that the governing contracts, our course of dealing, and collective past practices and understandings should inform resolution of these matters. In addition, many non-agency RMBS and whole-loan servicing agreements state that the servicer may be liable for failure to perform its servicing obligations in keeping with industry standards or for acts or omissions that involve willful malfeasance, bad faith or gross negligence in the performance of, or reckless disregard of, the servicer?s duties.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Bank of America,,affiliates,"The Trustee and BANA have agreed to clarify and conform certain servicing standards related to loss mitigation. In particular, the BNY Mellon Settlement clarifies that it is permissible to apply the same loss mitigation strategies to the Covered Trusts as are applied to BANA affiliates? Bank of America 2012 63 HFI portfolios. This portion of the agreement was effective in the second quarter of 2011 and is not conditioned on final court approval.",Highly relevant,,Relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Merrill Lynch,,Affiliates,"The ultimate impact of the Financial Reform Act on our businesses will depend on regulatory interpretation and rulemaking, as well as the success of any of our actions to mitigate the negative impact of certain provisions. Transactions with Affiliates The terms of certain of our OTC derivative contracts and other trading agreements of the Corporation provide that upon the occurrence of certain specified events, such as a change in our credit ratings, Merrill Lynch and other non-bank affiliates may be required to provide additional collateral or to provide other remedies, or our counterparties may have the right to terminate or otherwise diminish our rights under these contracts or agreements. In the event of further downgrades of the credit ratings of the Corporation and other non-bank affiliates, we may engage in discussions with certain derivative and other counterparties regarding their rights under these agreements, including potentially naming new counterparties.",,,Relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,"Merrill Lynch & Co., Inc.",,counterparties,"The amount of additional collateral required depends on the contract and is usually a fixed incremental amount and/or the market value of the exposure. At December 31, 2012 , the amount of collateral, calculated based on the terms of the contracts, that the Corporation and certain subsidiaries could be required to post to counterparties but had not yet posted to counterparties was approximately $2.2 billion , comprised of $721 million for BANA and $1.5 billion for Merrill Lynch & Co., Inc. (Merrill Lynch) and certain of its subsidiaries. Some counterparties are currently able to unilaterally terminate certain contracts, or the Corporation or certain subsidiaries may be required to take other action such as find a suitable replacement or obtain a guarantee.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Merrill Lynch,,counterparties,"The amount of additional collateral required depends on the contract and is usually a fixed incremental amount and/or the market value of the exposure. At December 31, 2012 , the amount of collateral, calculated based on the terms of the contracts, that the Corporation and certain subsidiaries could be required to post to counterparties but had not yet posted to counterparties was approximately $2.2 billion , comprised of $721 million for BANA and $1.5 billion for Merrill Lynch & Co., Inc. (Merrill Lynch) and certain of its subsidiaries. Some counterparties are currently able to unilaterally terminate certain contracts, or the Corporation or certain subsidiaries may be required to take other action such as find a suitable replacement or obtain a guarantee.",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,"Syncora Holdings, Ltd.",,insurer,"Collectively, these agreements are the FNMA Settlement. Monoline Settlements Syncora Settlement On July 17, 2012, the Corporation entered into a settlement with a monoline insurer, Syncora Guarantee Inc. and Syncora Holdings, Ltd. (Syncora), to resolve all of Syncora?s outstanding and potential claims related to alleged representations and warranties breaches involving eight first- and six second-lien private-label securitization trusts where it provided financial guarantee insurance. The settlement covers private-label securitization trusts that had an original principal balance of first-lien mortgages of approximately $9.6 billion and second-lien mortgages of approximately $7.7 billion .",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Assured Guaranty,,affiliates,"The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. Settlement with Assured Guaranty On April 14, 2011 , the Corporation, including its legacy Countrywide affiliates, entered into a settlement with Assured Guaranty to resolve all of Assured Guaranty?s outstanding and potential repurchase claims related to alleged representations and warranties breaches involving 21 first- and eight second-lien RMBS trusts where Assured Guaranty provided financial guarantee insurance. The settlement resolves historical loan servicing issues and other potential liabilities with respect to those trusts.",,,Relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Assured Guaranty,,affiliates,"The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. Settlement with Assured Guaranty On April 14, 2011 , the Corporation, including its legacy Countrywide affiliates, entered into a settlement with Assured Guaranty to resolve all of Assured Guaranty?s outstanding and potential repurchase claims related to alleged representations and warranties breaches involving 21 first- and eight second-lien RMBS trusts where Assured Guaranty provided financial guarantee insurance. The settlement resolves historical loan servicing issues and other potential liabilities with respect to those trusts.",,,Relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Assured Guaranty,,affiliates,"The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. Settlement with Assured Guaranty On April 14, 2011 , the Corporation, including its legacy Countrywide affiliates, entered into a settlement with Assured Guaranty to resolve all of Assured Guaranty?s outstanding and potential repurchase claims related to alleged representations and warranties breaches involving 21 first- and eight second-lien RMBS trusts where Assured Guaranty provided financial guarantee insurance. The settlement resolves historical loan servicing issues and other potential liabilities with respect to those trusts.",,,Relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Bank of New York Mellon,,Trustee,"The amount of these consumer loans and the related trust debt was $900 million and $2.2 billion at December 31, 2012 and 2011 . Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011 , the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its legacy Countrywide affiliates entered into a settlement agreement with Bank of New York Mellon (BNY Mellon) as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 legacy Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively unpaid principal balance) of approximately $220 billion at June 28, 2011 , of which $217 billion was originated between 2004 and 2008 .",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,"BAC Home Loans Servicing, LP",,Trustee,"The amount of these consumer loans and the related trust debt was $900 million and $2.2 billion at December 31, 2012 and 2011 . Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011 , the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its legacy Countrywide affiliates entered into a settlement agreement with Bank of New York Mellon (BNY Mellon) as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 legacy Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively unpaid principal balance) of approximately $220 billion at June 28, 2011 , of which $217 billion was originated between 2004 and 2008 .",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Countrywide,,Trustee,"The amount of these consumer loans and the related trust debt was $900 million and $2.2 billion at December 31, 2012 and 2011 . Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011 , the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its legacy Countrywide affiliates entered into a settlement agreement with Bank of New York Mellon (BNY Mellon) as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 legacy Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively unpaid principal balance) of approximately $220 billion at June 28, 2011 , of which $217 billion was originated between 2004 and 2008 .",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Bank of New York Mellon,,trustee,"The amount of these consumer loans and the related trust debt was $900 million and $2.2 billion at December 31, 2012 and 2011 . Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011 , the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its legacy Countrywide affiliates entered into a settlement agreement with Bank of New York Mellon (BNY Mellon) as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 legacy Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively unpaid principal balance) of approximately $220 billion at June 28, 2011 , of which $217 billion was originated between 2004 and 2008 .",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,BNY Mellon,,trustee,"The amount of these consumer loans and the related trust debt was $900 million and $2.2 billion at December 31, 2012 and 2011 . Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011 , the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its legacy Countrywide affiliates entered into a settlement agreement with Bank of New York Mellon (BNY Mellon) as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 legacy Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively unpaid principal balance) of approximately $220 billion at June 28, 2011 , of which $217 billion was originated between 2004 and 2008 .",,,Highly relevant,
10-K,BANK OF AMERICA CORP,70858,2012-FY,2/28/2013,Countrywide,,trustee,"The amount of these consumer loans and the related trust debt was $900 million and $2.2 billion at December 31, 2012 and 2011 . Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011 , the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its legacy Countrywide affiliates entered into a settlement agreement with Bank of New York Mellon (BNY Mellon) as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 legacy Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively unpaid principal balance) of approximately $220 billion at June 28, 2011 , of which $217 billion was originated between 2004 and 2008 .",,,Highly relevant,
