"DOCUMENT_TYPE","FILER_NAME","FILER_CIK","FILING_INTERVAL","FILING_DATE","MENTIONED_FINANCIAL_ENTITY","PP_RSSD_ID","ROLE","THREE_SENTENCES","RATING_EXPERT_9","COMMENT_EXPERT_9"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","trustees","We have received approximately $33 billion of representations and warranties repurchase claims related to these vintages, including $24 billion from private-label securitization trustees and a financial guarantee provider, $8 billion from whole-loan investors and $815 million from one private-label securitization counterparty. Continued high levels of new private-label claims are primarily related to repurchase requests received from trustees for private-label securitization transactions not included in the BNY Mellon Settlement. We have resolved $9 billion of these claims with losses of $2 billion .","Highly relevant","Spurrious hit:  Reading this passage you cannot infer BNY Mellon is trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America","","counterparties","The scenarios we consider and utilize incorporate market-wide and Corporation-specific events, including potential credit rating downgrades for the parent company and our subsidiaries, and are based on historical experience, regulatory guidance, and both expected and unexpected future events. The types of potential contractual and contingent cash outflows we consider in our scenarios may include, but are not limited to, upcoming contractual maturities of unsecured debt and reductions in new debt issuance; diminished access to secured financing markets; potential deposit withdrawals; increased draws on loan commitments, liquidity facilities and letters of credit; additional collateral that counterparties could call if our credit ratings were downgraded; collateral and margin requirements arising from market value changes; and potential liquidity required to maintain Bank of America 2014 66 businesses and finance customer activities. Changes in certain market factors, including, but not limited to, credit rating downgrades, could negatively impact potential contractual and contingent outflows and the related financial instruments, and in some cases these impacts could be material to our financial results.","Irrelevant","Boilerplate."
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America, N.A.","","counterparties","The amount of additional collateral required depends on the contract and is usually a fixed incremental amount and/or the market value of the exposure. At December 31, 2014 , the amount of collateral, calculated based on the terms of the contracts, that the Corporation and certain subsidiaries could be required to post to counterparties but had not yet posted to counterparties was approximately $1.4 billion , including $670 million for Bank of America, N.A. (BANA). Some counterparties are currently able to unilaterally terminate certain contracts, or the Corporation or certain subsidiaries may be required to take other action such as find a suitable replacement or obtain a guarantee.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","U.S. trust","","seller","The Corporation?s continuing involvement with the U.S. securitization trust includes servicing the receivables, retaining an undivided interest (seller?s interest) in the receivables, and holding certain retained interests including senior and subordinate securities, subordinate interests in accrued interest and fees on the securitized receivables, and cash reserve accounts. The seller?s interest in the U.S. trust, which is pari passu to the investors? interest, is classified in loans and leases. All debt issued from the U.K. securitization trust has matured and the credit card receivables were reconveyed to the Corporation during 2014 .","Neutral","ERROR: U.S. trust is not a FinEntity"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of New York Mellon","","trustee","Monoline Settlements FGIC Settlement On April 7, 2014, the Corporation entered into a settlement with Financial Guaranty Insurance Company (FGIC) for certain second-lien RMBS trusts for which FGIC provided financial guarantee insurance. In addition, on April 11, 2014, separate settlements were entered into with the Bank of New York Mellon (BNY Mellon) as trustee with respect to seven of those trusts; settlements on two additional trusts with BNY Mellon as trustee were entered into on May 15, 2014 and May 28, 2014. The agreements resolved 199 Bank of America 2014 all outstanding litigation between FGIC and the Corporation, as well as outstanding and potential claims by FGIC and the trustee related to alleged representations and warranties breaches and other claims involving certain second-lien RMBS trusts for which FGIC provided financial guarantee insurance.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","trustee","Monoline Settlements FGIC Settlement On April 7, 2014, the Corporation entered into a settlement with Financial Guaranty Insurance Company (FGIC) for certain second-lien RMBS trusts for which FGIC provided financial guarantee insurance. In addition, on April 11, 2014, separate settlements were entered into with the Bank of New York Mellon (BNY Mellon) as trustee with respect to seven of those trusts; settlements on two additional trusts with BNY Mellon as trustee were entered into on May 15, 2014 and May 28, 2014. The agreements resolved 199 Bank of America 2014 all outstanding litigation between FGIC and the Corporation, as well as outstanding and potential claims by FGIC and the trustee related to alleged representations and warranties breaches and other claims involving certain second-lien RMBS trusts for which FGIC provided financial guarantee insurance.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","trustee","Monoline Settlements FGIC Settlement On April 7, 2014, the Corporation entered into a settlement with Financial Guaranty Insurance Company (FGIC) for certain second-lien RMBS trusts for which FGIC provided financial guarantee insurance. In addition, on April 11, 2014, separate settlements were entered into with the Bank of New York Mellon (BNY Mellon) as trustee with respect to seven of those trusts; settlements on two additional trusts with BNY Mellon as trustee were entered into on May 15, 2014 and May 28, 2014. The agreements resolved 199 Bank of America 2014 all outstanding litigation between FGIC and the Corporation, as well as outstanding and potential claims by FGIC and the trustee related to alleged representations and warranties breaches and other claims involving certain second-lien RMBS trusts for which FGIC provided financial guarantee insurance.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","LaCrosse Financial Products, LLC","","affiliate","In addition, the Corporation provided a senior secured $500 million credit facility to an affiliate of MBIA, which has since been repaid and terminated. The parties also terminated various CDS transactions entered into between the Corporation and an MBIA-affiliate, LaCrosse Financial Products, LLC, and guaranteed by MBIA, which constituted all of the outstanding CDS protection agreements purchased by the Corporation from MBIA on commercial mortgage-backed securities. Collectively, those CDS transactions had a notional amount of $7.4 billion and a fair value of $813 million as of March 31, 2013.","Highly relevant","LaCrosse is an affiliate of MBIA, not Bank of America"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Syncora Holdings, Ltd.","","insurer","The termination of these trades did not have a material impact on the Corporation?s financial statements. Syncora Settlement On July 17, 2012, the Corporation entered into a settlement with a monoline insurer, Syncora Guarantee Inc. and Syncora Holdings, Ltd. (Syncora), to resolve all of Syncora?s outstanding and potential claims related to alleged representations and warranties breaches involving eight first- and six second-lien private-label securitization trusts where it provided financial guarantee insurance. The settlement covered private-label securitization trusts that had an original principal balance of first-lien mortgages of approximately $9.6 billion and second-lien mortgages of approximately $7.7 billion .","Relevant","Slight impact as noted"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of New York Mellon","","Trustee","The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011, the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its Countrywide affiliates entered into a settlement agreement with BNY Mellon as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively, unpaid principal balance) of approximately $220 billion at June 28, 2011, of which $217 billion was originated between 2004 and 2008 .","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BAC Home Loans Servicing, LP","","Trustee","The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011, the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its Countrywide affiliates entered into a settlement agreement with BNY Mellon as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively, unpaid principal balance) of approximately $220 billion at June 28, 2011, of which $217 billion was originated between 2004 and 2008 .","Highly relevant","BAC Home Loans was an originator of the MBS being mentioned, and was party to described litigation"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Countrywide","","trustee","The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011, the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its Countrywide affiliates entered into a settlement agreement with BNY Mellon as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively, unpaid principal balance) of approximately $220 billion at June 28, 2011, of which $217 billion was originated between 2004 and 2008 .","Highly relevant","Countrywide was originator of described loans, and is being sued by the trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","trustee","The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011, the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its Countrywide affiliates entered into a settlement agreement with BNY Mellon as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively, unpaid principal balance) of approximately $220 billion at June 28, 2011, of which $217 billion was originated between 2004 and 2008 .","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Countrywide","","affiliates","The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011, the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its Countrywide affiliates entered into a settlement agreement with BNY Mellon as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively, unpaid principal balance) of approximately $220 billion at June 28, 2011, of which $217 billion was originated between 2004 and 2008 .","Highly relevant","Countrywide affiliates entered into a settlement"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","trustee","The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011, the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its Countrywide affiliates entered into a settlement agreement with BNY Mellon as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively, unpaid principal balance) of approximately $220 billion at June 28, 2011, of which $217 billion was originated between 2004 and 2008 .","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","trustee","The settlement provided for a cash payment of $375 million to Syncora and other transactions to terminate certain other relationships among the parties. Settlement with the Bank of New York Mellon, as Trustee On June 28, 2011, the Corporation, BAC Home Loans Servicing, LP (BAC HLS, which was subsequently merged with and into BANA in July 2011), and its Countrywide affiliates entered into a settlement agreement with BNY Mellon as trustee (the Trustee), to resolve all outstanding and potential claims related to alleged representations and warranties breaches (including repurchase claims), substantially all historical loan servicing claims and certain other historical claims with respect to 525 Countrywide first-lien and five second-lien non-GSE residential mortgage-backed securitization trusts (the Covered Trusts) containing loans principally originated between 2004 and 2008 for which BNY Mellon acts as trustee or indenture trustee (BNY Mellon Settlement). The Covered Trusts had an original principal balance of approximately $424 billion , of which $409 billion was originated between 2004 and 2008 , and total outstanding principal and unpaid principal balance of loans that had defaulted (collectively, unpaid principal balance) of approximately $220 billion at June 28, 2011, of which $217 billion was originated between 2004 and 2008 .","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","Trustee","The BNY Mellon Settlement is supported by a group of 22 institutional investors (the Investor Group) and is subject to final court approval and certain other conditions. The BNY Mellon Settlement provides for a cash payment of $8.5 billion (the Settlement Payment) to the Trustee for distribution to the Covered Trusts after final court approval of the BNY Mellon Settlement. In addition to the Settlement Payment, the Corporation is obligated to pay attorneys? fees and costs to the Investor Group?s counsel as well as all fees and expenses incurred by the Trustee related to obtaining final court approval of the BNY Mellon Settlement and certain tax rulings.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","Trustee","The BNY Mellon Settlement provides for a cash payment of $8.5 billion (the Settlement Payment) to the Trustee for distribution to the Covered Trusts after final court approval of the BNY Mellon Settlement. In addition to the Settlement Payment, the Corporation is obligated to pay attorneys? fees and costs to the Investor Group?s counsel as well as all fees and expenses incurred by the Trustee related to obtaining final court approval of the BNY Mellon Settlement and certain tax rulings. The BNY Mellon Settlement does not cover a small number of Countrywide-issued first-lien non-GSE RMBS transactions with loans originated principally between 2004 and 2008 for various reasons, including for example, six Countrywide-issued first-lien non-GSE RMBS transactions in which BNY Mellon is not the trustee.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","insurer","For information about mortgage-related securities law or fraud claims, see Litigation and Regulatory Matters in Note 12 ? Commitments and Contingencies . For those Covered Trusts where a monoline insurer or other financial guarantor has an independent right to assert repurchase claims directly, the BNY Mellon Settlement does not release such insurer?s or guarantor?s repurchase claims. Bank of America 2014 200 On January 31, 2014, the court issued a decision, order and judgment approving the BNY Mellon Settlement.","Irrelevant","Boilerplate.  BNY Mellon is not the insurer of the mentioned loans, and is the trustee of the MBS."
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","Trustee","Bank of America 2014 200 On January 31, 2014, the court issued a decision, order and judgment approving the BNY Mellon Settlement. The court overruled the objections to the settlement, holding that the Trustee, BNY Mellon, acted in good faith, within its discretion and within the bounds of reasonableness in determining that the settlement agreement was in the best interests of the covered trusts. The court declined to approve the Trustee?s conduct only with respect to the Trustee?s consideration of a potential claim that a loan must be repurchased if the servicer modifies its terms.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Home equity","","counterparty","For additional information, see Private-label Securitizations and Whole-loan Sales Experience in this Note and Note 12 ? Commitments and Contingencies . Unresolved Repurchase Claims by Counterparty and Product Type December 31 (Dollars in millions) 2014 2013 By counterparty Private-label securitization trustees, whole-loan investors, including third-party securitization sponsors and other (1, 2) $ 24,489 $ 17,953 Monolines (3) 1,087 1,532 GSEs 59 170 Total gross claims 25,635 19,655 Duplicate claims (4) (3,213 ) (961 ) Total unresolved repurchase claims by counterparty, net of duplicate claims (2) $ 22,422 $ 18,694 By product type Prime loans $ 587 $ 623 Alt-A 2,397 2,259 Home equity 2,221 1,905 Pay option 6,294 5,780 Subprime 13,928 8,928 Other 208 160 Total 25,635 19,655 Duplicate claims (4) (3,213 ) (961 ) Total unresolved repurchase claims by product type, net of duplicate claims (2) $ 22,422 $ 18,694 (1) The total notional amount of unresolved repurchase claims does not include repurchase claims related to the trusts covered by the BNY Mellon Settlement. (2) Includes $14.1 billion and $13.8 billion of claims based on individual file reviews and $10.4 billion and $4.1 billion of claims submitted without individual file reviews at December 31, 2014 and 2013 .","Irrelevant","Boilerplate.  ERROR: Home equity not a FinEntity"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Countrywide","","trustees","The December 31, 2014 amount includes approximately $2.9 billion of duplicate claims related to private-label investors submitted without individual loan file reviews. During 2014 , the Corporation received $7.6 billion in new repurchase claims, including $6.3 billion of claims submitted without individual loan file reviews and $730 million of claims based on individual loan file reviews submitted by private-label securitization trustees and a financial guarantee provider, $347 million submitted by the GSEs for both Countrywide and legacy Bank of America originations not covered by the bulk settlements with the GSEs, and $265 million submitted by whole-loan investors. During 2014 , $2.0 billion in claims were resolved.","Highly relevant","Countrywide was originator of described loans, and is being sued by the trustee"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America","","trustees","The December 31, 2014 amount includes approximately $2.9 billion of duplicate claims related to private-label investors submitted without individual loan file reviews. During 2014 , the Corporation received $7.6 billion in new repurchase claims, including $6.3 billion of claims submitted without individual loan file reviews and $730 million of claims based on individual loan file reviews submitted by private-label securitization trustees and a financial guarantee provider, $347 million submitted by the GSEs for both Countrywide and legacy Bank of America originations not covered by the bulk settlements with the GSEs, and $265 million submitted by whole-loan investors. During 2014 , $2.0 billion in claims were resolved.","Highly relevant","Bank of America was originator of described loans, and is being sued by trustees"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America","","trustees","Of the claims resolved, $856 million were resolved through settlement, $535 million were resolved through rescissions and $594 million were resolved through mortgage repurchases and make-whole payments to GSEs, private-label securitization trusts and whole-loan investors. The continued increase in the notional amount of unresolved repurchase claims during 2014 is primarily due to: (1) continued submission of claims by private-label securitization trustees, (2) the level of detail, support and analysis accompanying such claims, which impacts overall claim quality and, therefore, claims 201 Bank of America 2014 resolution, (3) the lack of an established process to resolve disputes related to these claims, (4) the submission of claims where the Corporation believes the statute of limitations has expired under current law and (5) the submission of duplicate claims, often in multiple submissions, on the same loan. For example, claims submitted without individual file reviews generally lack the level of detail and analysis of individual loans found in other claims that is necessary to support a claim.","Highly relevant","Bank of America was originator of described loans, and is being sued by trustees"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America","","trustee","If there is an uncured servicing event of default and the trustee fails to bring suit during a 60-day period, then, under most agreements, investors may file suit. In addition to this, most agreements allow investors to direct the securitization trustee to Bank of America 2014 202 investigate loan files or demand the repurchase of loans if security holders hold a specified percentage, for example, 25 percent , of the voting rights of each tranche of the outstanding securities. However, in certain circumstances the Corporation believes that trustees have presented repurchase claims without requiring investors to meet contractual voting rights thresholds.","Highly relevant","Bank of America was originator of described loans, and is being sued by trustees"
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","BNY Mellon","","trustees","However, in certain circumstances, the Corporation believes that trustees have presented repurchase claims without requiring investors to meet contractual voting rights thresholds. Continued high levels of new private-label claims are primarily the result of repurchase requests received from trustees for private-label securitization transactions not included in the BNY Mellon Settlement. A December 2013 decision by the New York intermediate appellate court held that, under New York law, which governs many RMBS trusts, the six-year statute of limitations starts to run at the time the representations and warranties are made, not the date when the repurchase demand was denied.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","Bank of America Capital Trust VI","","Issuer","For more information on Trust Securities for regulatory capital purposes, see Note 16 ? Regulatory Requirements and Restrictions . Trust Securities Summary (Dollars in millions) December 31, 2014 Issuer Issuance Date Aggregate Principal Amount of Trust Securities Aggregate Principal Amount of the Notes Stated Maturity of the Trust Securities Per Annum Interest Rate of the Notes Interest Payment Dates Redemption Period Bank of America Capital Trust VI March 2005 $ 36 $ 37 March 2035 5.63 % Semi-Annual Any time Capital Trust VII (1) August 2005 7 7 August 2035 5.25 Semi-Annual Any time Capital Trust VIII August 2005 524 540 August 2035 6.00 Quarterly On or after 8/25/10 Capital Trust XI May 2006 658 678 May 2036 6.63 Semi-Annual Any time Capital Trust XV May 2007 1 1 June 2056 3-mo. LIBOR +80 bps Quarterly On or after 6/01/37 NationsBank Capital Trust III February 1997 131 136 January 2027 3-mo.","Highly relevant",""
"10-K","BANK OF AMERICA CORP","70858","2014-FY","2/25/2015","New York","","underwriters","In the same decision, the court granted with prejudice defendants? motion to dismiss the Foreign Action, finding that the Sherman Act does not apply extraterritorially, except in limited circumstances not present in the case, and that plaintiff had failed to plead an actionable state law claim. Bank of America 2014 218 Montgomery The Corporation, several current and former officers and directors, Banc of America Securities LLC (BAS), MLPF&S and other unaffiliated underwriters have been named as defendants in a putative class action filed in the U.S. District Court for the Southern District of New York entitled Montgomery v. Bank of America, et al . Plaintiff filed an amended complaint on January 14, 2011. Plaintiff seeks to sue on behalf of all persons who acquired certain series of preferred stock offered by the Corporation pursuant to a shelf registration statement dated May 5, 2006.","Highly relevant","ERROR: New York not a FinEntity"
