"DOCUMENT_TYPE","FILER_NAME","FILER_CIK","FILING_INTERVAL","FILING_DATE","MENTIONED_FINANCIAL_ENTITY","PP_RSSD_ID","ROLE","THREE_SENTENCES","RATING_EXPERT_2","COMMENT_EXPERT_2","RATING_EXPERT_1","COMMENT_EXPERT_1"
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","Colonial BancGroup, Inc.","","underwriters","A motion to dismiss is pending in the Mannato case. Colonial BancGroup Securities Litigation Beginning in July 2009, STRH, certain other underwriters, The Colonial BancGroup, Inc. (""Colonial BancGroup"") and certain officers and directors of Colonial BancGroup were named as defendants in a putative class action filed in the U.S. District Court for the Middle District of Alabama, Northern District entitled In re Colonial BancGroup, Inc. Securities Litigation. The complaint was brought by purchasers of certain debt and equity securities of Colonial BancGroup and seeks unspecified damages.","Relevant","1.1.1","Relevant","Mannato is appealing the decision to deny him the right to view the books and records of SunBank. The claim is that the Directors of Sun Bank were in breach of their responsibilities with respect to housing market collapse."
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","Colonial BancGroup","","underwriters","A motion to dismiss is pending in the Mannato case. Colonial BancGroup Securities Litigation Beginning in July 2009, STRH, certain other underwriters, The Colonial BancGroup, Inc. (""Colonial BancGroup"") and certain officers and directors of Colonial BancGroup were named as defendants in a putative class action filed in the U.S. District Court for the Middle District of Alabama, Northern District entitled In re Colonial BancGroup, Inc. Securities Litigation. The complaint was brought by purchasers of certain debt and equity securities of Colonial BancGroup and seeks unspecified damages.","Relevant","1.1.1","Relevant",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","Colonial BancGroup","","underwriters","A motion to dismiss is pending in the Mannato case. Colonial BancGroup Securities Litigation Beginning in July 2009, STRH, certain other underwriters, The Colonial BancGroup, Inc. (""Colonial BancGroup"") and certain officers and directors of Colonial BancGroup were named as defendants in a putative class action filed in the U.S. District Court for the Middle District of Alabama, Northern District entitled In re Colonial BancGroup, Inc. Securities Litigation. The complaint was brought by purchasers of certain debt and equity securities of Colonial BancGroup and seeks unspecified damages.","Relevant","1.1.1","Relevant",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","Colonial BancGroup, Inc. Securities","","underwriters","A motion to dismiss is pending in the Mannato case. Colonial BancGroup Securities Litigation Beginning in July 2009, STRH, certain other underwriters, The Colonial BancGroup, Inc. (""Colonial BancGroup"") and certain officers and directors of Colonial BancGroup were named as defendants in a putative class action filed in the U.S. District Court for the Middle District of Alabama, Northern District entitled In re Colonial BancGroup, Inc. Securities Litigation. The complaint was brought by purchasers of certain debt and equity securities of Colonial BancGroup and seeks unspecified damages.","Relevant","1.1.1","Relevant",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","SunTrust","","insurers","SunTrust Mortgage Reinsurance Class Actions STM and Twin Rivers Insurance Company (""Twin Rivers"") have been named as defendants in two putative class actions alleging that the companies entered into illegal ""captive reinsurance"" arrangements with private mortgage insurers. More specifically, plaintiffs allege that SunTrust?s selection of private mortgage insurers who agree to reinsure loans referred to them by SunTrust with Twin Rivers results in illegal ""kickbacks"" in the form of the insurance premiums paid to Twin Rivers. Plaintiffs contend that this arrangement violates the Real Estate Settlement Procedures Act (""RESPA"") and results in unjust enrichment to the detriment of borrowers.","Relevant","1.1.1","Highly relevant",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","PNC, N.A.","","Trustee","* 3.2 Bylaws of the Registrant , as amended and restated on August 8, 2011, incorporated by reference to Exhibit 3.1 to the Registrant?s Quarterly Report on Form 10-Q filed August 9, 2011. * 4.1 Indenture between Registrant and PNC, N.A., as Trustee, incorporated by reference to Exhibit 4(a) to Registration Statement No. 33-62162. * 4.2 Indenture between Registrant and The First National Bank of Chicago, as Trustee, incorporated by reference to Exhibit 4(b) to Registration Statement No. 33-62162.","Relevant","-1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","The First National Bank of Chicago","","Trustee","* 4.1 Indenture between Registrant and PNC, N.A., as Trustee, incorporated by reference to Exhibit 4(a) to Registration Statement No. 33-62162. * 4.2 Indenture between Registrant and The First National Bank of Chicago, as Trustee, incorporated by reference to Exhibit 4(b) to Registration Statement No. 33-62162. * 4.3 Form of Indenture to be used in connection with the issuance of Subordinated Debt Securities, incorporated by reference to Exhibit 4.4 to Registration Statement No. 333-25381.","Relevant","1.1.-1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","SunTrust Banks, Inc.","","Trustee","* 4.3 Form of Indenture to be used in connection with the issuance of Subordinated Debt Securities, incorporated by reference to Exhibit 4.4 to Registration Statement No. 333-25381. * 4.4 Second Supplemental Indenture by and among National Commerce Financial Corporation, SunTrust Banks, Inc. and The Bank of New York, as Trustee, dated September 22, 2004, incorporated by reference to Exhibit 4.9 to Registrant?s 2004 Annual Report on Form 10-K. * 4.5 First Supplemental Indenture between National Commerce Financial Corporation and the Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.2 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.6 Indenture between National Commerce Financial Corporation and The Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.1 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251).","Relevant","-1.1.1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","The Bank of New York","","Trustee","* 4.3 Form of Indenture to be used in connection with the issuance of Subordinated Debt Securities, incorporated by reference to Exhibit 4.4 to Registration Statement No. 333-25381. * 4.4 Second Supplemental Indenture by and among National Commerce Financial Corporation, SunTrust Banks, Inc. and The Bank of New York, as Trustee, dated September 22, 2004, incorporated by reference to Exhibit 4.9 to Registrant?s 2004 Annual Report on Form 10-K. * 4.5 First Supplemental Indenture between National Commerce Financial Corporation and the Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.2 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.6 Indenture between National Commerce Financial Corporation and The Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.1 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251).","Relevant","-1.1.1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","National Commerce Financial Corporation","","Trustee","* 4.3 Form of Indenture to be used in connection with the issuance of Subordinated Debt Securities, incorporated by reference to Exhibit 4.4 to Registration Statement No. 333-25381. * 4.4 Second Supplemental Indenture by and among National Commerce Financial Corporation, SunTrust Banks, Inc. and The Bank of New York, as Trustee, dated September 22, 2004, incorporated by reference to Exhibit 4.9 to Registrant?s 2004 Annual Report on Form 10-K. * 4.5 First Supplemental Indenture between National Commerce Financial Corporation and the Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.2 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.6 Indenture between National Commerce Financial Corporation and The Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.1 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251).","Relevant","-1.1.1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","Bank of New York","","Trustee","* 4.3 Form of Indenture to be used in connection with the issuance of Subordinated Debt Securities, incorporated by reference to Exhibit 4.4 to Registration Statement No. 333-25381. * 4.4 Second Supplemental Indenture by and among National Commerce Financial Corporation, SunTrust Banks, Inc. and The Bank of New York, as Trustee, dated September 22, 2004, incorporated by reference to Exhibit 4.9 to Registrant?s 2004 Annual Report on Form 10-K. * 4.5 First Supplemental Indenture between National Commerce Financial Corporation and the Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.2 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.6 Indenture between National Commerce Financial Corporation and The Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.1 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251).","Relevant","-1.1.1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","National Commerce Bancorporation","","Trustee","* 4.3 Form of Indenture to be used in connection with the issuance of Subordinated Debt Securities, incorporated by reference to Exhibit 4.4 to Registration Statement No. 333-25381. * 4.4 Second Supplemental Indenture by and among National Commerce Financial Corporation, SunTrust Banks, Inc. and The Bank of New York, as Trustee, dated September 22, 2004, incorporated by reference to Exhibit 4.9 to Registrant?s 2004 Annual Report on Form 10-K. * 4.5 First Supplemental Indenture between National Commerce Financial Corporation and the Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.2 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.6 Indenture between National Commerce Financial Corporation and The Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.1 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251).","Relevant","-1.1.1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","National Commerce Financial Corporation","","Trustee","* 4.4 Second Supplemental Indenture by and among National Commerce Financial Corporation, SunTrust Banks, Inc. and The Bank of New York, as Trustee, dated September 22, 2004, incorporated by reference to Exhibit 4.9 to Registrant?s 2004 Annual Report on Form 10-K. * 4.5 First Supplemental Indenture between National Commerce Financial Corporation and the Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.2 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.6 Indenture between National Commerce Financial Corporation and The Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.1 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.7 Indenture , dated as of October 25, 2006, between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.3 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006.","Relevant","1.1.1.1.","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","The Bank of New York","","Trustee","* 4.4 Second Supplemental Indenture by and among National Commerce Financial Corporation, SunTrust Banks, Inc. and The Bank of New York, as Trustee, dated September 22, 2004, incorporated by reference to Exhibit 4.9 to Registrant?s 2004 Annual Report on Form 10-K. * 4.5 First Supplemental Indenture between National Commerce Financial Corporation and the Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.2 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.6 Indenture between National Commerce Financial Corporation and The Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.1 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.7 Indenture , dated as of October 25, 2006, between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.3 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006.","Relevant","1.1.1.1.","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","National Commerce Bancorporation","","Trustee","* 4.4 Second Supplemental Indenture by and among National Commerce Financial Corporation, SunTrust Banks, Inc. and The Bank of New York, as Trustee, dated September 22, 2004, incorporated by reference to Exhibit 4.9 to Registrant?s 2004 Annual Report on Form 10-K. * 4.5 First Supplemental Indenture between National Commerce Financial Corporation and the Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.2 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.6 Indenture between National Commerce Financial Corporation and The Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.1 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.7 Indenture , dated as of October 25, 2006, between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.3 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006.","Relevant","1.1.1.1.","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","SunTrust Banks, Inc.","","Trustee","* 4.6 Indenture between National Commerce Financial Corporation and The Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.1 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.7 Indenture , dated as of October 25, 2006, between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.3 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006. * 4.8 Form of First Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.5 to the Registrant?s Registration Statement on Form 8-A filed on October 24, 2006.","Relevant","1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","U.S. Bank National Association","","Trustee","* 4.6 Indenture between National Commerce Financial Corporation and The Bank of New York, as Trustee, dated as of March 27, 1997, incorporated by reference to Exhibit 4.1 to the Registration Statement on Form S-4 of National Commerce Bancorporation (File No. 333-29251). * 4.7 Indenture , dated as of October 25, 2006, between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.3 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006. * 4.8 Form of First Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.5 to the Registrant?s Registration Statement on Form 8-A filed on October 24, 2006.","Relevant","1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","SunTrust Banks, Inc.","","Trustee","* 4.7 Indenture , dated as of October 25, 2006, between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.3 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006. * 4.8 Form of First Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.5 to the Registrant?s Registration Statement on Form 8-A filed on October 24, 2006. * 4.9 Form of Second Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.4 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006.","Relevant","1.1.1.","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","U.S. Bank National Association","","Trustee","* 4.7 Indenture , dated as of October 25, 2006, between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.3 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006. * 4.8 Form of First Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.5 to the Registrant?s Registration Statement on Form 8-A filed on October 24, 2006. * 4.9 Form of Second Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.4 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006.","Relevant","1.1.1.","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","SunTrust Banks, Inc.","","Trustee","* 4.8 Form of First Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.5 to the Registrant?s Registration Statement on Form 8-A filed on October 24, 2006. * 4.9 Form of Second Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.4 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006. * 4.10 Senior Indenture dated as of September 10, 2007 by and between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.1 to the Registrant?s Current Report on Form 8-K filed on September 10, 2007.","Relevant","1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","U.S. Bank National Association","","Trustee","* 4.8 Form of First Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.5 to the Registrant?s Registration Statement on Form 8-A filed on October 24, 2006. * 4.9 Form of Second Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.4 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006. * 4.10 Senior Indenture dated as of September 10, 2007 by and between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.1 to the Registrant?s Current Report on Form 8-K filed on September 10, 2007.","Relevant","1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","SunTrust Banks, Inc.","","Trustee","* 4.9 Form of Second Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.4 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006. * 4.10 Senior Indenture dated as of September 10, 2007 by and between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.1 to the Registrant?s Current Report on Form 8-K filed on September 10, 2007. * 4.11 Form of Third Supplemental Indenture to the Junior Subordinated Notes Indenture between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.4 to the Registrant?s Registration Statement on Form 8-A filed on March 3, 2008.","Relevant","1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","U.S. Bank National Association","","Trustee","* 4.9 Form of Second Supplemental Indenture (to Indenture dated as of October 25, 2006) between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.4 to the Registrant?s Registration Statement on Form 8-A filed on December 5, 2006. * 4.10 Senior Indenture dated as of September 10, 2007 by and between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.1 to the Registrant?s Current Report on Form 8-K filed on September 10, 2007. * 4.11 Form of Third Supplemental Indenture to the Junior Subordinated Notes Indenture between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.4 to the Registrant?s Registration Statement on Form 8-A filed on March 3, 2008.","Relevant","1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","SunTrust Banks, Inc.","","Trustee","* 4.10 Senior Indenture dated as of September 10, 2007 by and between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.1 to the Registrant?s Current Report on Form 8-K filed on September 10, 2007. * 4.11 Form of Third Supplemental Indenture to the Junior Subordinated Notes Indenture between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.4 to the Registrant?s Registration Statement on Form 8-A filed on March 3, 2008. * 4.12 Warrant Agreement dated September 22, 2011, among SunTrust Banks, Inc., Computershare Inc. and Computershare Trust Company, N.A., incorporated by reference to Exhibit 4.1 to the Registrant?s Form 8-A filed September 23, 2011.","Relevant","1.1.1","Neutral",""
"10-K","SUNTRUST BANKS INC","750556","2012-FY","2/27/2013","U.S. Bank National Association","","Trustee","* 4.10 Senior Indenture dated as of September 10, 2007 by and between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.1 to the Registrant?s Current Report on Form 8-K filed on September 10, 2007. * 4.11 Form of Third Supplemental Indenture to the Junior Subordinated Notes Indenture between SunTrust Banks, Inc. and U.S. Bank National Association, as Trustee, incorporated by reference to Exhibit 4.4 to the Registrant?s Registration Statement on Form 8-A filed on March 3, 2008. * 4.12 Warrant Agreement dated September 22, 2011, among SunTrust Banks, Inc., Computershare Inc. and Computershare Trust Company, N.A., incorporated by reference to Exhibit 4.1 to the Registrant?s Form 8-A filed September 23, 2011.","Relevant","1.1.1","Neutral",""
