"DOCUMENT_TYPE","FILER_NAME","FILER_CIK","FILING_INTERVAL","FILING_DATE","MENTIONED_FINANCIAL_ENTITY","PP_RSSD_ID","ROLE","THREE_SENTENCES","RATING_EXPERT_2","COMMENT_EXPERT_2"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","General Electric","","trustee","4(h)Indenture dated December 1, 2005, between General Electric and The Bank of New York Mellon, as successor trustee (Incorporated by reference to Exhibit 4(a) of General Electric?s Current Report on Form 8-K filed on December 9, 2005 (Commission file number 001-00035)).4(i)","Neutral","0.-1.-1 (General Electric is not in the role of trustee).  Qualified role names: successor trustee"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","General Electric","","trustee","4(i)Senior Note Indenture dated as of October 9, 2012, between General Electric and The Bank of New York Mellon, as trustee (Incorporated by reference to Exhibit 4.1 to General Electric?s Current Report on Form 8-K filed on October 9, 2012 (Commission file number 001-00035)).4(j)","Neutral","0.-1.-1 (General Electric is not in the role of trustee)"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","The Bank of New York Mellon","","trustee","4(i)Senior Note Indenture dated as of October 9, 2012, between General Electric and The Bank of New York Mellon, as trustee (Incorporated by reference to Exhibit 4.1 to General Electric?s Current Report on Form 8-K filed on October 9, 2012 (Commission file number 001-00035)).4(j)","Neutral","0.-1.-1"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","General Electric","","trustee","4(i)Senior Note Indenture dated as of October 9, 2012, between General Electric and The Bank of New York Mellon, as trustee (Incorporated by reference to Exhibit 4.1 to General Electric?s Current Report on Form 8-K filed on October 9, 2012 (Commission file number 001-00035)).4(j)","Neutral","0.-1.-1 (General Electric is not in the role of trustee)"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","Bank of New York","","trustee","4(m)Letter from the Senior Vice President and Chief Financial Officer of General Electric to GECC dated September 15, 2006, with respect to returning dividends, distributions or other payments to GECC in certain circumstances described in the Indenture for Subordinated Debentures dated September 1, 2006, between GECC and the Bank of New York, as successor trustee (Incorporated by reference to Exhibit 4(c) to GECC?s Post-Effective Amendment No. 2 to Registration Statement on Form S-3, File No. 333-132807 (Commission file number 001-06461)).4(n)","Neutral","-1.0.-1.  Qualified role names: successor trustee"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","JPMorgan Chase Bank, N.A.","","Agent","(y)Three-Year Credit Agreement dated March 19, 2010 among NBC Universal, Inc., the Financial Institutions Party Thereto JPMorgan Chase Bank, N.A., as Administrative Agent and Issuing Lender, Goldman Sachs Credit Partners L.P. and Morgan Stanley Senior Funding, Inc., as Co-Syndication Agents and Bank of America, N.A. and Citigroup Global Markets Inc., as Co-Documentation Agents (Incorporated by reference to Exhibit 10.1 to General Electric?s Current Report on Form 8-K dated March 19, 2010 (Commission file number 001-00035)).(11)","Neutral","-1.0.-1.  Qualified role names: Administrative Agent"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","Goldman Sachs Credit Partners L.P.","","Agent","(y)Three-Year Credit Agreement dated March 19, 2010 among NBC Universal, Inc., the Financial Institutions Party Thereto JPMorgan Chase Bank, N.A., as Administrative Agent and Issuing Lender, Goldman Sachs Credit Partners L.P. and Morgan Stanley Senior Funding, Inc., as Co-Syndication Agents and Bank of America, N.A. and Citigroup Global Markets Inc., as Co-Documentation Agents (Incorporated by reference to Exhibit 10.1 to General Electric?s Current Report on Form 8-K dated March 19, 2010 (Commission file number 001-00035)).(11)","Neutral","-1.0.-1.  Qualified role names: Administrative Agent"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","Morgan Stanley","","Agents","(y)Three-Year Credit Agreement dated March 19, 2010 among NBC Universal, Inc., the Financial Institutions Party Thereto JPMorgan Chase Bank, N.A., as Administrative Agent and Issuing Lender, Goldman Sachs Credit Partners L.P. and Morgan Stanley Senior Funding, Inc., as Co-Syndication Agents and Bank of America, N.A. and Citigroup Global Markets Inc., as Co-Documentation Agents (Incorporated by reference to Exhibit 10.1 to General Electric?s Current Report on Form 8-K dated March 19, 2010 (Commission file number 001-00035)).(11)","Neutral","-1.0.-1.  Qualified role names: Co-Syndication Agents"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","Bank of America, N.A.","","Agents","(y)Three-Year Credit Agreement dated March 19, 2010 among NBC Universal, Inc., the Financial Institutions Party Thereto JPMorgan Chase Bank, N.A., as Administrative Agent and Issuing Lender, Goldman Sachs Credit Partners L.P. and Morgan Stanley Senior Funding, Inc., as Co-Syndication Agents and Bank of America, N.A. and Citigroup Global Markets Inc., as Co-Documentation Agents (Incorporated by reference to Exhibit 10.1 to General Electric?s Current Report on Form 8-K dated March 19, 2010 (Commission file number 001-00035)).(11)","Neutral","-1.0.-1.  Qualified role names: Co-Documentation Agents"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","Citigroup Global Markets Inc.","","Agents","(y)Three-Year Credit Agreement dated March 19, 2010 among NBC Universal, Inc., the Financial Institutions Party Thereto JPMorgan Chase Bank, N.A., as Administrative Agent and Issuing Lender, Goldman Sachs Credit Partners L.P. and Morgan Stanley Senior Funding, Inc., as Co-Syndication Agents and Bank of America, N.A. and Citigroup Global Markets Inc., as Co-Documentation Agents (Incorporated by reference to Exhibit 10.1 to General Electric?s Current Report on Form 8-K dated March 19, 2010 (Commission file number 001-00035)).(11)","Neutral","-1.0.-1.  Qualified role names: Co-Documentation Agents"
"10-K","GENERAL ELECTRIC CO","40545","2012-FY","2/26/2013","General Electric","","Agents","(y)Three-Year Credit Agreement dated March 19, 2010 among NBC Universal, Inc., the Financial Institutions Party Thereto JPMorgan Chase Bank, N.A., as Administrative Agent and Issuing Lender, Goldman Sachs Credit Partners L.P. and Morgan Stanley Senior Funding, Inc., as Co-Syndication Agents and Bank of America, N.A. and Citigroup Global Markets Inc., as Co-Documentation Agents (Incorporated by reference to Exhibit 10.1 to General Electric?s Current Report on Form 8-K dated March 19, 2010 (Commission file number 001-00035)).(11)","Neutral","-1.0.-1 (General Electric is not in the role of Agents).  Qualified role names: Co-Documentation Agents"
