"DOCUMENT_TYPE","FILER_NAME","FILER_CIK","FILING_INTERVAL","FILING_DATE","MENTIONED_FINANCIAL_ENTITY","PP_RSSD_ID","ROLE","THREE_SENTENCES","RATING_EXPERT_6","COMMENT_EXPERT_6"
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","FNMA","","issuer","Weighted-average yields are based on historical cost with effective yields weighted for the contractual
maturity of each security. At December 31, 2015, there were no securities of a single issuer, other than FHLMC and FNMA, that exceeded 10% of Total shareholders? equity. The FHLMC investments had a total amortized cost of $4.9 billion and
fair value of $5.0 billion.","Highly relevant","Again, I would have expected FHLMC to be picked up as well."
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","The Bank of New York Mellon","","trustee","PNC Pension Plan Assets Assets related to our qualified pension plan (the Plan) are held in trust (the Trust). Effective July 1, 2011, the trustee is The Bank of New York Mellon. The Trust is exempt from tax pursuant to
section 501(a) of the Internal Revenue Code (the Code).","Relevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","National City","","insurers","Captive Mortgage Reinsurance Litigation In December 2011, a lawsuit ( White, et
al. v. The PNC Financial Services Group, Inc., et al. (Civil Action No. 11-7928)) was filed against PNC (as successor in interest to National City Corporation and several of its subsidiaries) and several mortgage insurance companies in the
U.S. District Court for the Eastern District of Pennsylvania. This lawsuit, which was brought as a class action, alleges that National City structured its program of reinsurance of private mortgage insurance in such a way as to avoid a true transfer
of risk from the mortgage insurers to National City?s captive reinsurer. The plaintiffs allege that the payments from the mortgage insurers to the captive reinsurer constitute kickbacks, referral payments, or unearned fee splits prohibited
under the Real Estate Settlement Procedures Act (RESPA), as well as common law unjust enrichment.","Relevant","Note: Seems incorrect here since National City (mortgage proiver) was acquired by PNC. Not an insurer."
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","National City","","affiliates","The plaintiffs claim, among other things, that from the beginning of 2004 until the end of 2010 National City?s captive reinsurer collected from
the mortgage insurance company defendants at least $219 million as its share of borrowers? private mortgage insurance premiums and that its share of paid claims during this period was approximately $12 million. The plaintiffs seek to certify a
nationwide class of all persons who obtained residential mortgage loans originated, funded or originated through correspondent lending by National City or any of its subsidiaries or affiliates between January 1, 2004 and the present and, in
connection with these mortgage loans, purchased private mortgage insurance and whose residential mortgage loans were included within National City?s captive mortgage reinsurance arrangements. Plaintiffs seek, among other things, statutory
damages under RESPA (which include treble damages), restitution of reinsurance premiums collected, disgorgement of profits, and attorneys? fees.","Highly relevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","National City Bank","","trustee","Table of ContentsPre-need Funeral Arrangements National City Bank and PNC Bank are defendants in a lawsuit pending in the U.S. District Court for the Eastern District of Missouri under the caption Jo Ann Howard, P.C., et al. v. Cassity, et al.
(No. 4:09-CV-1252-ERW) arising out of trustee services provided by Allegiant Bank, a National City Bank and PNC Bank predecessor, with respect to Missouri trusts that held pre-need funeral contract assets. Under a pre-need funeral contract, a
customer pays an amount up front in exchange for payment of funeral expenses following the customer?s death.","Relevant","The role here seems incorrect."
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","PNC Bank","","trustee","Table of ContentsPre-need Funeral Arrangements National City Bank and PNC Bank are defendants in a lawsuit pending in the U.S. District Court for the Eastern District of Missouri under the caption Jo Ann Howard, P.C., et al. v. Cassity, et al.
(No. 4:09-CV-1252-ERW) arising out of trustee services provided by Allegiant Bank, a National City Bank and PNC Bank predecessor, with respect to Missouri trusts that held pre-need funeral contract assets. Under a pre-need funeral contract, a
customer pays an amount up front in exchange for payment of funeral expenses following the customer?s death.","Relevant","The role here seems incorrect."
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Memorial Life Insurance Company","","seller","In a number of states, including Missouri, pre-need funeral contract sellers are required to deposit a portion of the proceeds of the
sale of pre-need funeral contracts in a trust account. The lawsuit was filed in August 2009 by the Special Deputy Receiver for three
insolvent affiliated companies, National Prearranged Services, Inc. a seller of pre-need funeral contracts (NPS), Lincoln Memorial Life Insurance Company (Lincoln), and Memorial Service Life Insurance Company (Memorial). Seven individual state life
and health insurance guaranty associations, who claim they are liable under state law for payment of certain benefits under life insurance policies sold by Lincoln and Memorial, and the National Organization of Life & Health Guaranty
Associations have also joined the action as plaintiffs.","Relevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Life Insurance Company","","seller","In a number of states, including Missouri, pre-need funeral contract sellers are required to deposit a portion of the proceeds of the
sale of pre-need funeral contracts in a trust account. The lawsuit was filed in August 2009 by the Special Deputy Receiver for three
insolvent affiliated companies, National Prearranged Services, Inc. a seller of pre-need funeral contracts (NPS), Lincoln Memorial Life Insurance Company (Lincoln), and Memorial Service Life Insurance Company (Memorial). Seven individual state life
and health insurance guaranty associations, who claim they are liable under state law for payment of certain benefits under life insurance policies sold by Lincoln and Memorial, and the National Organization of Life & Health Guaranty
Associations have also joined the action as plaintiffs.","Relevant","WRONG financial entity reference AND the 2 entities mentioned are not part of PNC."
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","PNC","","servicers","Under these agreements, the mortgage servicers will make cash payments to federal and state governments, provide
various forms of financial relief to borrowers, and implement new mortgage servicing standards. These governmental authorities are continuing their review of, and have engaged in discussions with, other mortgage servicers, including PNC, that were
subject to the interagency horizontal review, which could result in the imposition of substantial payments and other forms of relief (similar to that agreed to by the five largest servicers) on some or all of these mortgage servicers, including PNC.
Whether and to what extent any such relief may be imposed on PNC is not yet known.","Highly relevant","PNC relevant entity named in the lawsuit is Allegiant bank, bought by National City Bank, bought by PNC."
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","PNC","","servicers","Under these agreements, the mortgage servicers will make cash payments to federal and state governments, provide
various forms of financial relief to borrowers, and implement new mortgage servicing standards. These governmental authorities are continuing their review of, and have engaged in discussions with, other mortgage servicers, including PNC, that were
subject to the interagency horizontal review, which could result in the imposition of substantial payments and other forms of relief (similar to that agreed to by the five largest servicers) on some or all of these mortgage servicers, including PNC.
Whether and to what extent any such relief may be imposed on PNC is not yet known.","Highly relevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","PNC","","agents","However, we cannot now determine whether or not any claims asserted against us or others to whom we may have indemnification obligations, whether in the proceedings or other matters described above
or otherwise, will have a material adverse effect on our results of operations in any future reporting period, which will depend on, among other things, the amount of the loss resulting from the claim and the amount of income otherwise reported for
the reporting period. See Note 21 Commitments and Guarantees for additional information regarding the Visa indemnification and our other
obligations to provide indemnification, including to current and former officers, directors, employees and agents of PNC and companies we have acquired.
204 The PNC Financial Services Group, Inc. ? Form 10-K","Relevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","PNC","","agents","In some cases, indemnification obligations of the types described above arise under arrangements entered into by predecessor companies for which we
become responsible as a result of the acquisition. Pursuant to their bylaws, PNC and its subsidiaries provide indemnification to directors,
officers and, in some cases, employees and agents against certain liabilities incurred as a result of their service on behalf of or at the request of PNC and its subsidiaries. PNC and its subsidiaries also advance on behalf of covered individuals
costs incurred in connection with certain claims or proceedings, subject to written undertakings by each such individual to repay all amounts advanced if it is ultimately determined that the individual is not entitled to indemnification.","Neutral",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Deferred Compensation Plan","","Affiliates","10.5.1
The Corporation and Affiliates Deferred Compensation Plan, as amended and restated May 5, 2009
Incorporated herein by reference to Exhibit 10.62 to the Corporation?s 2nd Quarter 2009 Form 10-Q*","Irrelevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Deferred Compensation Plan","","Affiliates","10.5.2
Amendment 2009-1 to the Corporation and Affiliates Deferred Compensation Plan, as amended and restated May 5,
2009
Incorporated herein by reference to Exhibit 10.17 to the Corporation?s 2009 Form 10-K*","Irrelevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Deferred Compensation Plan","","Affiliates","10.5.3
Amendment 2010-1 to the Corporation and Affiliates Deferred Compensation Plan, as amended and restated May 5,
2009
Incorporated herein by reference to Exhibit 10.20 of the Corporation?s 2010 Form 10-K*","Irrelevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Deferred Compensation Plan","","Affiliates","10.5.4
Amendment 2011-1 to the Corporation and Affiliates Deferred Compensation Plan, as amended and restated May 5,
2009
Incorporated herein by reference to Exhibit 10.23 of the Corporation?s 2011 Form 10-K*","Irrelevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Deferred Compensation Plan","","Affiliates","10.5.5
Amendment 2012-1 to the Corporation and Affiliates Deferred Compensation Plan, as amended and restated May 5,
2009
Incorporated herein by reference to Exhibit 10.24 to the Corporation?s Annual Report on Form 10-K for the year ended
December 31, 2012 (2012 Form 10-K)*","Irrelevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Deferred Compensation Plan","","Affiliates","10.5.6
Amendment 2013-1 to the Corporation and Affiliates Deferred Compensation Plan, as amended and restated May 5,
2009
Incorporated by reference to Exhibit 10.5.6 of the Corporation?s 2013 Form 10-K*","Irrelevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Deferred Compensation and","","Affiliates","10.6.1
The Corporation and Affiliates Deferred Compensation and Incentive Plan, effective as of January 1, 2012
Incorporated herein by reference to Exhibit 4.4 of the Corporation?s Registration Statement on Form S-8 No. 333-177896
filed November 10, 2011*","Irrelevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Deferred Compensation and","","Affiliates","10.6.2
Amendment 2013-1 to the Corporation and Affiliates Deferred Compensation and Incentive Plan, effective as of January 1,
2012
Incorporated by reference to Exhibit 10.6.2 of the Corporation?s 2013 Form 10-K*","Irrelevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","PNC Investment Corp.","","trustee","10.14
Amended and Restated Trust Agreement between PNC Investment Corp., as settlor, and Hershey Trust Company, as
trustee
Incorporated herein by reference to Exhibit 10.35 of the Corporation?s Quarterly Report on Form 10-Q for the quarter
ended September 30, 2005 (3rd Quarter 2005 Form 10-Q)*","Neutral",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","Hershey Trust Company","","trustee","10.14
Amended and Restated Trust Agreement between PNC Investment Corp., as settlor, and Hershey Trust Company, as
trustee
Incorporated herein by reference to Exhibit 10.35 of the Corporation?s Quarterly Report on Form 10-Q for the quarter
ended September 30, 2005 (3rd Quarter 2005 Form 10-Q)*","Relevant",""
"10-K","PNC FINANCIAL SERVICES GROUP INC","713676","2015-FY","2/29/2016","PNC Bank, National Association","","trustee","10.15
Trust Agreement between PNC Investment Corp., as settlor, and PNC Bank, National Association, as trustee
Incorporated herein by reference to Exhibit 10.34 of the Corporation?s 3rd Quarter 2005 Form 10-Q*","Relevant",""
