"DOCUMENT_TYPE","FILER_NAME","FILER_CIK","FILING_INTERVAL","FILING_DATE","MENTIONED_FINANCIAL_ENTITY","PP_RSSD_ID","ROLE","THREE_SENTENCES","RATING_EXPERT_4","COMMENT_EXPERT_4","RATING_EXPERT_1","COMMENT_EXPERT_1"
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","New York","","Issuer","As of the same date, we also provided approximately $8.16 billion of credit and liquidity facilities to municipal issuers as a form of credit enhancement. The following tables present our combined credit exposure to state and municipal obligors that represented 5% or more of our aggregate municipal credit exposure of approximately $18.45 billion and $16.12 billion across our businesses as of December 31, 2013 and 2012 , respectively, grouped by state to display geographic dispersion: 78 Table of Contents MANAGEMENT?S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS (Continued) December 31, 2013 Total Municipal Securities Credit and Liquidity Facilities Total % of Total Municipal Exposure (Dollars in millions) State of Issuer: Texas $ 1,233 $ 1,628 $ 2,861 16 % New York 919 1,000 1,919 10 Massachusetts 967 759 1,726 9 California 373 1,266 1,639 9 Maryland 327 643 970 5 Total $ 3,819 $ 5,296 $ 9,115 December 31, 2012 Total Municipal Securities Credit and Liquidity Facilities Total % of Total Municipal Exposure (Dollars in millions) State of Issuer: Texas $ 1,091 $ 1,957 $ 3,048 19 % New York 486 973 1,459 9 Massachusetts 869 508 1,377 9 California 190 1,158 1,348 8 New Jersey 867 - 867 5 Florida 148 680 828 5 Total $ 3,651 $ 5,276 $ 8,927 Our aggregate municipal securities exposure presented in the foregoing table was concentrated primarily with highly-rated counterparties, with approximately 84% of the obligors rated ""AAA"" or ""AA"" as of December 31, 2013 . As of that date, approximately 64% and 34% of our aggregate exposure was associated with general obligation and revenue bonds, respectively.","Relevant","","Relevant",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","Lehman Brothers","","affiliate","As of December 31, 2013 and 2012 , unearned income deducted from our investment in leveraged lease financing was $121 million and $131 million , respectively, for U.S. leases and $298 million and $334 million , respectively, for non-U.S. leases. The commercial real estate, or CRE, segment is composed of the loans acquired in 2008 pursuant to indemnified repurchase agreements with an affiliate of Lehman as a result of the Lehman Brothers bankruptcy. These loans, which are primarily collateralized by direct and indirect interests in commercial real estate, were recorded at their then-current fair value, based on management's expectations with respect to future cash flows from the loans using appropriate market discount rates as of the date of acquisition.","Relevant","","Highly relevant",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street","","counterparties","In addition to credit risk, cross-border outstandings have the risk that, as a result of political or economic conditions in a country, borrowers may be unable to meet their contractual repayment obligations of principal and/or interest when due because of the unavailability of, or restrictions on, foreign exchange needed by borrowers to repay their obligations. We place deposits with non-U.S. counterparties that have strong internal State Street risk ratings. Counterparties are approved and monitored by our Country Risk Committee.","Relevant","","Relevant",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street","","counterparty","The extension of credit and the acceptance of counterparty risk are governed by corporate guidelines based on a counterparty's risk profile, the markets served, counterparty and country concentrations, and regulatory compliance. These guidelines include reference to a number of core policies and principles: ? All credit risks to each counterparty, or group of counterparties, are measured and consolidated in accordance with a ?one obligor? principle that aggregates all risks types across all business areas; ? We seek to avoid or minimize undue concentrations of risk; counterparty (or groups of counterparties), industry, country and product-specific concentrations of risk are subject to frequent review and approval in accordance with State Street?s prevailing risk appetite; ? All extensions of credit, or material changes to extensions of credit (such as its tenor, collateral structure or covenants), are approved by ERM in conformity with assigned credit-approval authorities; ? We assign credit approval authorities to individuals according to their qualifications, experience and training, and review these authorities periodically; our largest exposures require approval by the Credit Committee; for certain small and low-risk extensions of credit, for certain counterparty types, approval authority has been granted to individuals outside of ERM; ? The creditworthiness of all counterparties is determined by way of a detailed risk assessment, including the use of comprehensive internal rating methodologies; all rating methodologies in use at State Street are authorized for use within the advanced internal-ratings-based approach under applicable Basel requirements; and ? A review of the creditworthiness of all counterparties, as well as all extensions of credit, is undertaken at least annually; the nature and extent of these reviews is determined by the size, nature and tenor of the extensions of credit, as well as the creditworthiness of the counterparty. 89 Table of Contents MANAGEMENT?S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS (Continued) All core policies and principles are subject to annual review, as an integral part of State Street?s periodic assessment of its risk appetite.","Neutral","","Neutral","18 and 19 are the same, and should be labeled neutral  Labeling them as relevant is not that big an issue"
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street","","counterparty","The extension of credit and the acceptance of counterparty risk are governed by corporate guidelines based on a counterparty's risk profile, the markets served, counterparty and country concentrations, and regulatory compliance. These guidelines include reference to a number of core policies and principles: ? All credit risks to each counterparty, or group of counterparties, are measured and consolidated in accordance with a ?one obligor? principle that aggregates all risks types across all business areas; ? We seek to avoid or minimize undue concentrations of risk; counterparty (or groups of counterparties), industry, country and product-specific concentrations of risk are subject to frequent review and approval in accordance with State Street?s prevailing risk appetite; ? All extensions of credit, or material changes to extensions of credit (such as its tenor, collateral structure or covenants), are approved by ERM in conformity with assigned credit-approval authorities; ? We assign credit approval authorities to individuals according to their qualifications, experience and training, and review these authorities periodically; our largest exposures require approval by the Credit Committee; for certain small and low-risk extensions of credit, for certain counterparty types, approval authority has been granted to individuals outside of ERM; ? The creditworthiness of all counterparties is determined by way of a detailed risk assessment, including the use of comprehensive internal rating methodologies; all rating methodologies in use at State Street are authorized for use within the advanced internal-ratings-based approach under applicable Basel requirements; and ? A review of the creditworthiness of all counterparties, as well as all extensions of credit, is undertaken at least annually; the nature and extent of these reviews is determined by the size, nature and tenor of the extensions of credit, as well as the creditworthiness of the counterparty. 89 Table of Contents MANAGEMENT?S DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS (Continued) All core policies and principles are subject to annual review, as an integral part of State Street?s periodic assessment of its risk appetite.","Relevant","","Neutral",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street","","counterparty","These processes are outlined in formal guidelines. Credit limits on a singular and aggregated basis are regularly reassessed and periodically revised based on prevailing and anticipated market conditions, changes in counterparty, industry or country-specific characteristics and outlook and State Street's risk appetite. Global Counterparty Review State Street?s Global Counterparty Review, or GCR, team provides separate oversight of our counterparty credit risk management practices and provides senior management, as well as our auditors and regulators, with reporting needed to monitor and assess the effectiveness of prevailing practices.","Relevant","","Relevant",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street","","Counterparty","Credit limits on a singular and aggregated basis are regularly reassessed and periodically revised based on prevailing and anticipated market conditions, changes in counterparty, industry or country-specific characteristics and outlook and State Street's risk appetite. Global Counterparty Review State Street?s Global Counterparty Review, or GCR, team provides separate oversight of our counterparty credit risk management practices and provides senior management, as well as our auditors and regulators, with reporting needed to monitor and assess the effectiveness of prevailing practices. Specific activities include, but are not limited to: * Separate and objective assessments of our credit and counterparty exposures to determine the nature and extent of risk undertaken by the business units; * Periodic business unit reviews, focusing on the assessment of credit analysis, policy compliance, prudent transaction structure and underwriting standards, administration and documentation, risk rating integrity, and relevant trends; * Identification and monitoring of developing trends to minimize risk of loss and protect capital; * Maintenance of risk-rating system integrity and assurance of counterparty risk-rating transparency through testing of ratings; * Providing resources for specialized risk assessments (on an as-needed basis); * Opining on the adequacy of the allowance for loan losses; and * Serving as liaison with auditors and banking regulators with respect to risk rating, reporting and measurement.","Relevant","","Relevant",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street","","counterparty","No transfers of financial assets or liabilities between levels 1 and 2 occurred during 2013 or 2012 . 135 Table of Contents STATE STREET CORPORATION NOTES TO CONSOLIDATED FINANCIAL STATEMENTS (Continued) Fair-Value Measurements on a Recurring Basis as of December 31, 2013 (In millions) Quoted Market Prices in Active Markets (Level 1) Pricing Methods with Significant Observable Market Inputs (Level 2) Pricing Methods with Significant Unobservable Market Inputs (Level 3) Impact of Netting (1) Total Net Carrying Value in Consolidated Statement of Condition Assets: Trading account assets: U.S. government securities $ 20 $ 20 Non-U.S. government securities 399 399 Other 67 $ 357 424 Total trading account assets 486 357 843 Investment securities available for sale: U.S. Treasury and federal agencies: Direct obligations - 709 709 Mortgage-backed securities - 22,847 $ 716 23,563 Asset-backed securities: Student loans - 14,119 423 14,542 Credit cards - 8,186 24 8,210 Sub-prime - 1,203 - 1,203 Other - 532 4,532 5,064 Total asset-backed securities - 24,040 4,979 29,019 Non-U.S. debt securities: Mortgage-backed securities - 10,654 375 11,029 Asset-backed securities - 4,592 798 5,390 Government securities - 3,761 - 3,761 Other - 4,263 464 4,727 Total non-U.S. debt securities - 23,270 1,637 24,907 State and political subdivisions - 10,220 43 10,263 Collateralized mortgage obligations - 5,107 162 5,269 Other U.S. debt securities - 4,972 8 4,980 U.S. equity securities - 34 - 34 Non-U.S. equity securities - 1 - 1 U.S. money-market mutual funds - 422 - 422 Non-U.S. money-market mutual funds - 7 - 7 Total investment securities available for sale - 91,629 7,545 99,174 Other assets: Derivative instruments: Foreign exchange contracts - 11,892 19 $ (6,442 ) 5,469 Interest-rate contracts - 65 - (59 ) 6 Other - 1 - - 1 Total derivative instruments - 11,958 19 (6,501 ) 5,476 Other 97 - - - 97 Total assets carried at fair value $ 583 $ 103,944 $ 7,564 $ (6,501 ) $ 105,590 Liabilities: Accrued expenses and other liabilities: Derivative instruments: Foreign exchange contracts $ 11,454 $ 17 $ (5,458 ) $ 6,013 Interest-rate contracts 331 - (94 ) 237 Other - 9 - 9 Total derivative instruments 11,785 26 (5,552 ) 6,259 Other $ 97 - - - 97 Total liabilities carried at fair value $ 97 $ 11,785 $ 26 $ (5,552 ) $ 6,356 (1) Represents counterparty netting against level-2 financial assets and liabilities, where a legally enforceable master netting agreement exists between State Street and the counterparty. Netting also reflects asset and liability reductions of $1.93 billion and $979 million , respectively, for cash collateral received from and provided to derivative counterparties.","Neutral","","Neutral",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street","","counterparty","Netting also reflects asset and liability reductions of $1.93 billion and $979 million , respectively, for cash collateral received from and provided to derivative counterparties. 136 Table of Contents STATE STREET CORPORATION NOTES TO CONSOLIDATED FINANCIAL STATEMENTS (Continued) Fair-Value Measurements on a Recurring Basis as of December 31, 2012 (In millions) Quoted Market Prices in Active Markets (Level 1) Pricing Methods with Significant Observable Market Inputs (Level 2) Pricing Methods with Significant Unobservable Market Inputs (Level 3) Impact of Netting (1) Total Net Carrying Value in Consolidated Statement of Condition Assets: Trading account assets: U.S. government securities $ 20 $ 20 Non-U.S. government securities 391 391 Other 71 $ 155 226 Total trading account assets 482 155 637 Investment securities available for sale: U.S. Treasury and federal agencies: Direct obligations 3 838 841 Mortgage-backed securities - 31,387 $ 825 32,212 Asset-backed securities: Student loans - 15,833 588 16,421 Credit cards - 9,919 67 9,986 Sub-prime - 1,399 - 1,399 Other - 683 3,994 4,677 Total asset-backed securities - 27,834 4,649 32,483 Non-U.S. debt securities: Mortgage-backed securities - 10,850 555 11,405 Asset-backed securities - 5,694 524 6,218 Government securities - 3,199 - 3,199 Other - 4,166 140 4,306 Total non-U.S. debt securities - 23,909 1,219 25,128 State and political subdivisions - 7,503 48 7,551 Collateralized mortgage obligations - 4,837 117 4,954 Other U.S. debt securities - 5,289 9 5,298 U.S. equity securities - 31 - 31 Non-U.S. equity securities - 1 - 1 U.S. money-market mutual funds - 1,062 - 1,062 Non-U.S. money-market mutual funds - 121 - 121 Total investment securities available for sale 3 102,812 6,867 109,682 Other assets: Derivatives instruments: Foreign exchange contracts - 9,265 113 $ (4,981 ) 4,397 Interest-rate contracts - 223 - (64 ) 159 Total derivative instruments - 9,488 113 (5,045 ) 4,556 Other 66 2 - - 68 Total assets carried at fair value $ 551 $ 112,457 $ 6,980 $ (5,045 ) $ 114,943 Liabilities: Accrued expenses and other liabilities: Derivative instruments: Foreign exchange contracts $ 8,978 $ 106 $ (4,052 ) $ 5,032 Interest-rate contracts 345 - (19 ) 326 Other - 9 - 9 Total derivative instruments 9,323 115 (4,071 ) 5,367 Other $ 66 - - - 66 Total liabilities carried at fair value $ 66 $ 9,323 $ 115 $ (4,071 ) $ 5,433 (1) Represents counterparty netting against level-2 financial assets and liabilities, where a legally enforceable master netting agreement exists between State Street and the counterparty. Netting also reflects asset and liability reductions of $1.45 billion and $478 million , respectively, for cash collateral received from and provided to derivative counterparties.","Neutral","","Relevant","Relevant - Shows size of business and business activities"
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","Lehman Brothers","","affiliate","As of December 31, 2013 , our allowance for loan losses included approximately $6 million related to these commercial-and-financial loans. The CRE segment is composed of the loans acquired in 2008 pursuant to indemnified repurchase agreements with an affiliate of Lehman as a result of the Lehman Brothers bankruptcy. These loans, which are primarily collateralized by direct and indirect interests in commercial real estate, were recorded at their then-current fair value, based on management?s expectations with respect to future cash flows from the loans using appropriate market discount rates as of the date of acquisition.","Relevant","","Relevant",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street","","agent","The following discussion provides information with respect to significant legal and regulatory matters. SSgA We have previously reported on two related ERISA class actions by investors in unregistered SSgA-managed collective trust funds and common trust funds which challenge the division of our securities lending-related revenue between those funds and State Street in its role as lending agent. In January 2014, we filed a motion to approve a $10 million class settlement of the collective trust fund litigation.","Relevant","","Highly relevant",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street Bank","","affiliates","Currently, the payment of future common stock dividends by the parent company to its shareholders is subject to the review of our capital plan by the Federal Reserve in connection with its Comprehensive Capital Analysis and Review process. The Federal Reserve Act requires that extensions of credit by State Street Bank to certain affiliates, including the parent company, be secured by specific collateral, that the extension of credit to any one affiliate be limited to 10% of State Street Bank?s capital and surplus, as defined, and that extensions of credit to all such affiliates be limited to 20% of State Street Bank?s capital and surplus. As of December 31, 2013 , our consolidated retained earnings included $474 million representing undistributed earnings of unconsolidated entities that are accounted for under the equity method of accounting.","Relevant","","Relevant",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street Bank","","affiliate","Currently, the payment of future common stock dividends by the parent company to its shareholders is subject to the review of our capital plan by the Federal Reserve in connection with its Comprehensive Capital Analysis and Review process. The Federal Reserve Act requires that extensions of credit by State Street Bank to certain affiliates, including the parent company, be secured by specific collateral, that the extension of credit to any one affiliate be limited to 10% of State Street Bank?s capital and surplus, as defined, and that extensions of credit to all such affiliates be limited to 20% of State Street Bank?s capital and surplus. As of December 31, 2013 , our consolidated retained earnings included $474 million representing undistributed earnings of unconsolidated entities that are accounted for under the equity method of accounting.","Relevant","","Relevant",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","State Street","","counterparty","We enter into master netting agreements with many of our derivative counterparties, and we have elected to net derivative assets and liabilities, including cash collateral received or deposited, which are subject to those agreements. Certain of these agreements contain credit risk-related contingent features in which the counterparty has the option to declare State Street in default and accelerate cash settlement of our net derivative liabilities with the counterparty in the event that our credit rating falls below specified levels. The aggregate fair value of all derivative instruments with credit risk-related contingent features that were in a net liability position as of December 31, 2013 totaled approximately $565 million , against which we had posted aggregate collateral of approximately $11 million .","Relevant","","Relevant",""
"10-K","STATE STREET CORP","93751","2013-FY","2/21/2014","Boston Financial Data Services, Inc.","","affiliates","Products include custody; product- and participant-level accounting; daily pricing and administration; master trust and master custody; record-keeping; cash management; foreign exchange, brokerage and other trading services; securities finance; deposit and short-term investment facilities; loans and lease financing; investment manager and alternative investment manager operations outsourcing; and performance, risk and compliance analytics to support institutional investors. We provide shareholder services, which include mutual fund and collective investment fund shareholder accounting, through 50%-owned affiliates, Boston Financial Data Services, Inc. and the International Financial Data Services group of companies. Investment Management, through SSgA, provides a broad array of investment management, investment research and investment advisory services to corporations, public funds and other sophisticated investors.","Relevant","","Relevant",""
